date,city,driving_waze,state
2020-04-10,Johor Bahru,-79.0,Johor
2020-04-11,Johor Bahru,-81.0,Johor
2020-04-12,Johor Bahru,-81.0,Johor
2020-04-13,Johor Bahru,-75.0,Johor
2020-04-14,Johor Bahru,-75.0,Johor
2020-04-15,Johor Bahru,-73.0,Johor
2020-04-16,Johor Bahru,-76.0,Johor
2020-04-17,Johor Bahru,-78.0,Johor
2020-04-18,Johor Bahru,-83.0,Johor
2020-04-19,Johor Bahru,-81.0,Johor
2020-04-20,Johor Bahru,-73.0,Johor
2020-04-21,Johor Bahru,-73.0,Johor
2020-04-22,Johor Bahru,-78.0,Johor
2020-04-23,Johor Bahru,-73.0,Johor
2020-04-24,Johor Bahru,-82.0,Johor
2020-04-25,Johor Bahru,-80.0,Johor
2020-04-26,Johor Bahru,-79.0,Johor
2020-04-27,Johor Bahru,-72.0,Johor
2020-04-28,Johor Bahru,-72.0,Johor
2020-04-29,Johor Bahru,-69.0,Johor
2020-04-30,Johor Bahru,-70.0,Johor
2020-05-01,Johor Bahru,-79.0,Johor
2020-05-02,Johor Bahru,-79.0,Johor
2020-05-03,Johor Bahru,-74.0,Johor
2020-05-04,Johor Bahru,-60.0,Johor
2020-05-05,Johor Bahru,-57.99999999999999,Johor
2020-05-06,Johor Bahru,-55.00000000000001,Johor
2020-05-07,Johor Bahru,-60.0,Johor
2020-05-08,Johor Bahru,-63.0,Johor
2020-05-09,Johor Bahru,-64.0,Johor
2020-05-10,Johor Bahru,-53.0,Johor
2020-05-11,Johor Bahru,-52.0,Johor
2020-05-12,Johor Bahru,-50.0,Johor
2020-05-13,Johor Bahru,-49.0,Johor
2020-05-14,Johor Bahru,-50.0,Johor
2020-05-15,Johor Bahru,-56.00000000000001,Johor
2020-05-16,Johor Bahru,-60.0,Johor
2020-05-17,Johor Bahru,-55.00000000000001,Johor
2020-05-18,Johor Bahru,-42.0,Johor
2020-05-19,Johor Bahru,-41.0,Johor
2020-05-20,Johor Bahru,-36.0,Johor
2020-05-21,Johor Bahru,-43.0,Johor
2020-05-22,Johor Bahru,-45.0,Johor
2020-05-23,Johor Bahru,-57.99999999999999,Johor
2020-05-24,Johor Bahru,-54.0,Johor
2020-05-25,Johor Bahru,-62.0,Johor
2020-05-26,Johor Bahru,-57.99999999999999,Johor
2020-05-27,Johor Bahru,-48.0,Johor
2020-05-28,Johor Bahru,-45.0,Johor
2020-05-29,Johor Bahru,-60.0,Johor
2020-05-30,Johor Bahru,-60.0,Johor
2020-05-31,Johor Bahru,-52.0,Johor
2020-06-01,Johor Bahru,-42.0,Johor
2020-06-02,Johor Bahru,-40.0,Johor
2020-06-03,Johor Bahru,-39.0,Johor
2020-06-04,Johor Bahru,-43.0,Johor
2020-06-05,Johor Bahru,-46.0,Johor
2020-06-06,Johor Bahru,-60.0,Johor
2020-06-07,Johor Bahru,-49.0,Johor
2020-06-08,Johor Bahru,-42.0,Johor
2020-06-09,Johor Bahru,-26.0,Johor
2020-06-10,Johor Bahru,-18.0,Johor
2020-06-11,Johor Bahru,-25.0,Johor
2020-06-12,Johor Bahru,-29.0,Johor
2020-06-13,Johor Bahru,-31.0,Johor
2020-06-14,Johor Bahru,-31.0,Johor
2020-06-15,Johor Bahru,-14.000000000000002,Johor
2020-06-16,Johor Bahru,-20.0,Johor
2020-06-17,Johor Bahru,-13.0,Johor
2020-06-18,Johor Bahru,-27.0,Johor
2020-06-19,Johor Bahru,-27.0,Johor
2020-06-20,Johor Bahru,-38.0,Johor
2020-06-21,Johor Bahru,-28.000000000000004,Johor
2020-06-22,Johor Bahru,-11.0,Johor
2020-06-23,Johor Bahru,-19.0,Johor
2020-06-24,Johor Bahru,-17.0,Johor
2020-06-25,Johor Bahru,-23.0,Johor
2020-06-26,Johor Bahru,-23.0,Johor
2020-06-27,Johor Bahru,-29.0,Johor
2020-06-28,Johor Bahru,-24.0,Johor
2020-06-29,Johor Bahru,-19.0,Johor
2020-06-30,Johor Bahru,-18.0,Johor
2020-07-01,Johor Bahru,-11.0,Johor
2020-07-02,Johor Bahru,-22.0,Johor
2020-07-03,Johor Bahru,-23.0,Johor
2020-07-04,Johor Bahru,-21.0,Johor
2020-07-05,Johor Bahru,-20.0,Johor
2020-07-06,Johor Bahru,-17.0,Johor
2020-07-07,Johor Bahru,-17.0,Johor
2020-07-08,Johor Bahru,-13.0,Johor
2020-07-09,Johor Bahru,-23.0,Johor
2020-07-10,Johor Bahru,-24.0,Johor
2020-07-11,Johor Bahru,-23.0,Johor
2020-07-12,Johor Bahru,-20.0,Johor
2020-07-13,Johor Bahru,-21.0,Johor
2020-07-14,Johor Bahru,-17.0,Johor
2020-07-15,Johor Bahru,-18.0,Johor
2020-07-16,Johor Bahru,-15.0,Johor
2020-07-17,Johor Bahru,-23.0,Johor
2020-07-18,Johor Bahru,-30.0,Johor
2020-07-19,Johor Bahru,-15.0,Johor
2020-07-20,Johor Bahru,-18.0,Johor
2020-07-21,Johor Bahru,-14.000000000000002,Johor
2020-07-22,Johor Bahru,-22.0,Johor
2020-07-23,Johor Bahru,-10.0,Johor
2020-07-24,Johor Bahru,-19.0,Johor
2020-07-25,Johor Bahru,-23.0,Johor
2020-07-26,Johor Bahru,-22.0,Johor
2020-07-27,Johor Bahru,-8.0,Johor
2020-07-28,Johor Bahru,-3.0,Johor
2020-07-29,Johor Bahru,-1.0,Johor
2020-07-30,Johor Bahru,-2.0,Johor
2020-07-31,Johor Bahru,-26.0,Johor
2020-08-01,Johor Bahru,-28.000000000000004,Johor
2020-08-02,Johor Bahru,-1.0,Johor
2020-08-03,Johor Bahru,-4.0,Johor
2020-08-04,Johor Bahru,-10.0,Johor
2020-08-05,Johor Bahru,-1.0,Johor
2020-08-06,Johor Bahru,-12.0,Johor
2020-08-07,Johor Bahru,-14.000000000000002,Johor
2020-08-08,Johor Bahru,-11.0,Johor
2020-08-09,Johor Bahru,-10.0,Johor
2020-08-10,Johor Bahru,-3.0,Johor
2020-08-11,Johor Bahru,2.0,Johor
2020-08-12,Johor Bahru,-6.0,Johor
2020-08-13,Johor Bahru,-7.000000000000001,Johor
2020-08-14,Johor Bahru,-14.000000000000002,Johor
2020-08-15,Johor Bahru,-23.0,Johor
2020-08-16,Johor Bahru,-16.0,Johor
2020-08-17,Johor Bahru,-4.0,Johor
2020-08-18,Johor Bahru,-8.0,Johor
2020-08-19,Johor Bahru,-8.0,Johor
2020-08-20,Johor Bahru,-8.0,Johor
2020-08-21,Johor Bahru,-30.0,Johor
2020-08-22,Johor Bahru,-24.0,Johor
2020-08-23,Johor Bahru,-12.0,Johor
2020-08-24,Johor Bahru,3.0,Johor
2020-08-25,Johor Bahru,-6.0,Johor
2020-08-26,Johor Bahru,-3.0,Johor
2020-08-27,Johor Bahru,-8.0,Johor
2020-08-28,Johor Bahru,-15.0,Johor
2020-08-29,Johor Bahru,-13.0,Johor
2020-08-30,Johor Bahru,6.0,Johor
2020-08-31,Johor Bahru,4.0,Johor
2020-09-01,Johor Bahru,1.0,Johor
2020-09-02,Johor Bahru,-7.000000000000001,Johor
2020-09-03,Johor Bahru,0.0,Johor
2020-09-04,Johor Bahru,-16.0,Johor
2020-09-05,Johor Bahru,-15.0,Johor
2020-09-06,Johor Bahru,-8.0,Johor
2020-09-07,Johor Bahru,1.0,Johor
2020-09-08,Johor Bahru,-5.0,Johor
2020-09-09,Johor Bahru,0.0,Johor
2020-09-10,Johor Bahru,-5.0,Johor
2020-09-11,Johor Bahru,-12.0,Johor
2020-09-12,Johor Bahru,-17.0,Johor
2020-09-13,Johor Bahru,-14.000000000000002,Johor
2020-09-14,Johor Bahru,-8.0,Johor
2020-09-15,Johor Bahru,4.0,Johor
2020-09-16,Johor Bahru,-8.0,Johor
2020-09-17,Johor Bahru,-11.0,Johor
2020-09-18,Johor Bahru,-9.0,Johor
2020-09-19,Johor Bahru,-10.0,Johor
2020-09-20,Johor Bahru,-11.0,Johor
2020-09-21,Johor Bahru,-2.0,Johor
2020-09-22,Johor Bahru,-2.0,Johor
2020-09-23,Johor Bahru,-10.0,Johor
2020-09-24,Johor Bahru,-12.0,Johor
2020-09-25,Johor Bahru,-19.0,Johor
2020-09-26,Johor Bahru,-23.0,Johor
2020-09-27,Johor Bahru,-10.0,Johor
2020-09-28,Johor Bahru,3.0,Johor
2020-09-29,Johor Bahru,-4.0,Johor
2020-09-30,Johor Bahru,-1.0,Johor
2020-10-01,Johor Bahru,-18.0,Johor
2020-10-02,Johor Bahru,-14.000000000000002,Johor
2020-10-03,Johor Bahru,-17.0,Johor
2020-10-04,Johor Bahru,-18.0,Johor
2020-10-05,Johor Bahru,-15.0,Johor
2020-10-06,Johor Bahru,-14.000000000000002,Johor
2020-10-07,Johor Bahru,-10.0,Johor
2020-10-08,Johor Bahru,-11.0,Johor
2020-10-09,Johor Bahru,-11.0,Johor
2020-10-10,Johor Bahru,-24.0,Johor
2020-10-11,Johor Bahru,-18.0,Johor
2020-10-12,Johor Bahru,-6.0,Johor
2020-10-13,Johor Bahru,-10.0,Johor
2020-10-14,Johor Bahru,-17.0,Johor
2020-10-15,Johor Bahru,-23.0,Johor
2020-10-16,Johor Bahru,-26.0,Johor
2020-10-17,Johor Bahru,-33.0,Johor
2020-10-18,Johor Bahru,-37.0,Johor
2020-10-19,Johor Bahru,-19.0,Johor
2020-10-20,Johor Bahru,-20.0,Johor
2020-10-21,Johor Bahru,-19.0,Johor
2020-10-22,Johor Bahru,-24.0,Johor
2020-10-23,Johor Bahru,-26.0,Johor
2020-10-24,Johor Bahru,-32.0,Johor
2020-10-25,Johor Bahru,-27.0,Johor
2020-10-26,Johor Bahru,-15.0,Johor
2020-10-27,Johor Bahru,-29.0,Johor
2020-10-28,Johor Bahru,-26.0,Johor
2020-10-29,Johor Bahru,-28.000000000000004,Johor
2020-10-30,Johor Bahru,-26.0,Johor
2020-10-31,Johor Bahru,-36.0,Johor
2020-11-01,Johor Bahru,-25.0,Johor
2020-11-02,Johor Bahru,-17.0,Johor
2020-11-03,Johor Bahru,-23.0,Johor
2020-11-04,Johor Bahru,-21.0,Johor
2020-11-05,Johor Bahru,-25.0,Johor
2020-11-06,Johor Bahru,-31.0,Johor
2020-11-07,Johor Bahru,-29.0,Johor
2020-11-08,Johor Bahru,-22.0,Johor
2020-11-09,Johor Bahru,-33.0,Johor
2020-11-10,Johor Bahru,-36.0,Johor
2020-11-11,Johor Bahru,-25.0,Johor
2020-11-12,Johor Bahru,-28.000000000000004,Johor
2020-11-13,Johor Bahru,-32.0,Johor
2020-11-14,Johor Bahru,-55.00000000000001,Johor
2020-11-15,Johor Bahru,-52.0,Johor
2020-11-16,Johor Bahru,-27.0,Johor
2020-11-17,Johor Bahru,-29.0,Johor
2020-11-18,Johor Bahru,-32.0,Johor
2020-11-19,Johor Bahru,-26.0,Johor
2020-11-20,Johor Bahru,-36.0,Johor
2020-11-21,Johor Bahru,-46.0,Johor
2020-11-22,Johor Bahru,-35.0,Johor
2020-11-23,Johor Bahru,-25.0,Johor
2020-11-24,Johor Bahru,-20.0,Johor
2020-11-25,Johor Bahru,-19.0,Johor
2020-11-26,Johor Bahru,-26.0,Johor
2020-11-27,Johor Bahru,-31.0,Johor
2020-11-28,Johor Bahru,-35.0,Johor
2020-11-29,Johor Bahru,-29.0,Johor
2020-11-30,Johor Bahru,-21.0,Johor
2020-12-01,Johor Bahru,-16.0,Johor
2020-12-02,Johor Bahru,-20.0,Johor
2020-12-03,Johor Bahru,-21.0,Johor
2020-12-04,Johor Bahru,-18.0,Johor
2020-12-05,Johor Bahru,-34.0,Johor
2020-12-06,Johor Bahru,-29.0,Johor
2020-12-07,Johor Bahru,-21.0,Johor
2020-12-08,Johor Bahru,-16.0,Johor
2020-12-09,Johor Bahru,-16.0,Johor
2020-12-10,Johor Bahru,-16.0,Johor
2020-12-11,Johor Bahru,-15.0,Johor
2020-12-12,Johor Bahru,-34.0,Johor
2020-12-13,Johor Bahru,-26.0,Johor
2020-12-14,Johor Bahru,-14.000000000000002,Johor
2020-12-15,Johor Bahru,-2.0,Johor
2020-12-16,Johor Bahru,-15.0,Johor
2020-12-17,Johor Bahru,-17.0,Johor
2020-12-18,Johor Bahru,-27.0,Johor
2020-12-19,Johor Bahru,-30.0,Johor
2020-12-20,Johor Bahru,-19.0,Johor
2020-12-21,Johor Bahru,-14.000000000000002,Johor
2020-12-22,Johor Bahru,-8.0,Johor
2020-12-23,Johor Bahru,-5.0,Johor
2020-12-24,Johor Bahru,1.0,Johor
2020-12-25,Johor Bahru,-21.0,Johor
2020-12-26,Johor Bahru,-27.0,Johor
2020-12-27,Johor Bahru,-17.0,Johor
2020-12-28,Johor Bahru,-9.0,Johor
2020-12-29,Johor Bahru,-6.0,Johor
2020-12-30,Johor Bahru,-4.0,Johor
2020-12-31,Johor Bahru,-1.0,Johor
2021-01-01,Johor Bahru,-20.0,Johor
2021-01-02,Johor Bahru,-34.0,Johor
2021-01-03,Johor Bahru,-22.0,Johor
2021-01-04,Johor Bahru,-11.0,Johor
2021-01-05,Johor Bahru,-19.0,Johor
2021-01-06,Johor Bahru,-21.0,Johor
2021-01-07,Johor Bahru,-18.0,Johor
2021-01-08,Johor Bahru,-22.0,Johor
2021-01-09,Johor Bahru,-30.0,Johor
2021-01-10,Johor Bahru,-19.0,Johor
2021-01-11,Johor Bahru,-12.0,Johor
2021-01-12,Johor Bahru,23.0,Johor
2021-01-13,Johor Bahru,-46.0,Johor
2021-01-14,Johor Bahru,-49.0,Johor
2021-01-15,Johor Bahru,-51.0,Johor
2021-01-16,Johor Bahru,-63.0,Johor
2021-01-17,Johor Bahru,-65.0,Johor
2021-01-18,Johor Bahru,-48.0,Johor
2021-01-19,Johor Bahru,-44.0,Johor
2021-01-20,Johor Bahru,-42.0,Johor
2021-01-21,Johor Bahru,-53.0,Johor
2021-01-22,Johor Bahru,-50.0,Johor
2021-01-23,Johor Bahru,-60.0,Johor
2021-01-24,Johor Bahru,-54.0,Johor
2021-01-25,Johor Bahru,-32.0,Johor
2021-01-26,Johor Bahru,-45.0,Johor
2021-01-27,Johor Bahru,-43.0,Johor
2021-01-28,Johor Bahru,-42.0,Johor
2021-01-29,Johor Bahru,-47.0,Johor
2021-01-30,Johor Bahru,-61.0,Johor
2021-01-31,Johor Bahru,-53.0,Johor
2021-02-01,Johor Bahru,-38.0,Johor
2021-02-02,Johor Bahru,-38.0,Johor
2021-02-03,Johor Bahru,-30.0,Johor
2021-02-04,Johor Bahru,-38.0,Johor
2021-02-05,Johor Bahru,-42.0,Johor
2021-02-06,Johor Bahru,-46.0,Johor
2021-02-07,Johor Bahru,-40.0,Johor
2021-02-08,Johor Bahru,-29.0,Johor
2021-02-09,Johor Bahru,-23.0,Johor
2021-02-10,Johor Bahru,-18.0,Johor
2021-02-11,Johor Bahru,-41.0,Johor
2021-02-12,Johor Bahru,-67.0,Johor
2021-02-13,Johor Bahru,-60.0,Johor
2021-02-14,Johor Bahru,-45.0,Johor
2021-02-15,Johor Bahru,-39.0,Johor
2021-02-16,Johor Bahru,-41.0,Johor
2021-02-17,Johor Bahru,-40.0,Johor
2021-02-18,Johor Bahru,-38.0,Johor
2021-02-19,Johor Bahru,-46.0,Johor
2021-02-20,Johor Bahru,-44.0,Johor
2021-02-21,Johor Bahru,-41.0,Johor
2021-02-22,Johor Bahru,-26.0,Johor
2021-02-23,Johor Bahru,-30.0,Johor
2021-02-24,Johor Bahru,-21.0,Johor
2021-02-25,Johor Bahru,-28.000000000000004,Johor
2021-02-26,Johor Bahru,-37.0,Johor
2021-02-27,Johor Bahru,-41.0,Johor
2021-02-28,Johor Bahru,-34.0,Johor
2021-03-01,Johor Bahru,-24.0,Johor
2021-03-02,Johor Bahru,-27.0,Johor
2021-03-03,Johor Bahru,-19.0,Johor
2021-03-04,Johor Bahru,-25.0,Johor
2021-03-05,Johor Bahru,-24.0,Johor
2021-03-06,Johor Bahru,-27.0,Johor
2021-03-07,Johor Bahru,-25.0,Johor
2021-03-08,Johor Bahru,-7.000000000000001,Johor
2021-03-09,Johor Bahru,-10.0,Johor
2021-03-10,Johor Bahru,-6.0,Johor
2021-03-11,Johor Bahru,-24.0,Johor
2021-03-12,Johor Bahru,-19.0,Johor
2021-03-13,Johor Bahru,-26.0,Johor
2021-03-14,Johor Bahru,-22.0,Johor
2021-03-15,Johor Bahru,-11.0,Johor
2021-03-16,Johor Bahru,-11.0,Johor
2021-03-17,Johor Bahru,-3.0,Johor
2021-03-18,Johor Bahru,-10.0,Johor
2021-03-19,Johor Bahru,-19.0,Johor
2021-03-20,Johor Bahru,-19.0,Johor
2021-03-21,Johor Bahru,-18.0,Johor
2021-03-22,Johor Bahru,-7.000000000000001,Johor
2021-03-23,Johor Bahru,-11.0,Johor
2021-03-24,Johor Bahru,-11.0,Johor
2021-03-25,Johor Bahru,-14.000000000000002,Johor
2021-03-26,Johor Bahru,-21.0,Johor
2021-03-27,Johor Bahru,-21.0,Johor
2021-03-28,Johor Bahru,-17.0,Johor
2021-03-29,Johor Bahru,-4.0,Johor
2021-03-30,Johor Bahru,-5.0,Johor
2021-03-31,Johor Bahru,-1.0,Johor
2021-04-01,Johor Bahru,3.0,Johor
2021-04-02,Johor Bahru,-10.0,Johor
2021-04-03,Johor Bahru,-14.000000000000002,Johor
2021-04-04,Johor Bahru,-17.0,Johor
2021-04-05,Johor Bahru,3.0,Johor
2021-04-06,Johor Bahru,1.0,Johor
2021-04-07,Johor Bahru,-1.0,Johor
2021-04-08,Johor Bahru,1.0,Johor
2021-04-09,Johor Bahru,-8.0,Johor
2021-04-10,Johor Bahru,-11.0,Johor
2021-04-11,Johor Bahru,-10.0,Johor
2021-04-12,Johor Bahru,3.0,Johor
2021-04-13,Johor Bahru,-21.0,Johor
2021-04-14,Johor Bahru,-7.000000000000001,Johor
2021-04-15,Johor Bahru,-17.0,Johor
2021-04-16,Johor Bahru,-21.0,Johor
2021-04-17,Johor Bahru,-32.0,Johor
2021-04-18,Johor Bahru,-24.0,Johor
2021-04-19,Johor Bahru,-9.0,Johor
2021-04-20,Johor Bahru,-15.0,Johor
2021-04-21,Johor Bahru,-13.0,Johor
2021-04-22,Johor Bahru,-14.000000000000002,Johor
2021-04-23,Johor Bahru,-26.0,Johor
2021-04-24,Johor Bahru,-27.0,Johor
2021-04-25,Johor Bahru,-19.0,Johor
2021-04-26,Johor Bahru,-10.0,Johor
2021-04-27,Johor Bahru,-16.0,Johor
2021-04-28,Johor Bahru,-13.0,Johor
2021-04-29,Johor Bahru,-11.0,Johor
2021-04-30,Johor Bahru,-21.0,Johor
2021-05-01,Johor Bahru,-31.0,Johor
2021-05-02,Johor Bahru,-23.0,Johor
2021-05-03,Johor Bahru,-11.0,Johor
2021-05-04,Johor Bahru,-16.0,Johor
2021-05-05,Johor Bahru,-5.0,Johor
2021-05-06,Johor Bahru,22.0,Johor
2021-05-07,Johor Bahru,-43.0,Johor
2021-05-08,Johor Bahru,-49.0,Johor
2021-05-09,Johor Bahru,-33.0,Johor
2021-05-10,Johor Bahru,-19.0,Johor
2021-05-11,Johor Bahru,-14.000000000000002,Johor
2021-05-12,Johor Bahru,-28.000000000000004,Johor
2021-05-13,Johor Bahru,-54.0,Johor
2021-05-14,Johor Bahru,-62.0,Johor
2021-05-15,Johor Bahru,-60.0,Johor
2021-05-16,Johor Bahru,-54.0,Johor
2021-05-17,Johor Bahru,-33.0,Johor
2021-05-18,Johor Bahru,-24.0,Johor
2021-05-19,Johor Bahru,-34.0,Johor
2021-05-20,Johor Bahru,-38.0,Johor
2021-05-21,Johor Bahru,-47.0,Johor
2021-05-22,Johor Bahru,-57.99999999999999,Johor
2021-05-23,Johor Bahru,-50.0,Johor
2021-05-24,Johor Bahru,-39.0,Johor
2021-05-25,Johor Bahru,-44.0,Johor
2021-05-26,Johor Bahru,-55.00000000000001,Johor
2021-05-27,Johor Bahru,-47.0,Johor
2021-05-28,Johor Bahru,-53.0,Johor
2021-05-29,Johor Bahru,-60.0,Johor
2021-05-30,Johor Bahru,-47.0,Johor
2021-05-31,Johor Bahru,-17.0,Johor
2021-06-01,Johor Bahru,-72.0,Johor
2021-06-02,Johor Bahru,-64.0,Johor
2021-06-03,Johor Bahru,-61.0,Johor
2021-06-04,Johor Bahru,-69.0,Johor
2021-06-05,Johor Bahru,-70.0,Johor
2021-06-06,Johor Bahru,-65.0,Johor
2021-06-07,Johor Bahru,-71.0,Johor
2021-06-08,Johor Bahru,-56.99999999999999,Johor
2021-06-09,Johor Bahru,-57.99999999999999,Johor
2021-06-10,Johor Bahru,-59.0,Johor
2021-06-11,Johor Bahru,-67.0,Johor
2021-06-12,Johor Bahru,-72.0,Johor
2021-06-13,Johor Bahru,-63.0,Johor
2021-06-14,Johor Bahru,-54.0,Johor
2021-06-15,Johor Bahru,-59.0,Johor
2021-06-16,Johor Bahru,-53.0,Johor
2021-06-17,Johor Bahru,-56.99999999999999,Johor
2021-06-18,Johor Bahru,-63.0,Johor
2021-06-19,Johor Bahru,-63.0,Johor
2021-06-20,Johor Bahru,-56.00000000000001,Johor
2021-06-21,Johor Bahru,-53.0,Johor
2021-06-22,Johor Bahru,-50.0,Johor
2021-06-23,Johor Bahru,-51.0,Johor
2021-06-24,Johor Bahru,-51.0,Johor
2021-06-25,Johor Bahru,-65.0,Johor
2021-06-26,Johor Bahru,-65.0,Johor
2021-06-27,Johor Bahru,-62.0,Johor
2021-06-28,Johor Bahru,-50.0,Johor
2021-06-29,Johor Bahru,-60.0,Johor
2021-06-30,Johor Bahru,-54.0,Johor
2021-07-01,Johor Bahru,-50.0,Johor
2021-07-02,Johor Bahru,-57.99999999999999,Johor
2021-07-03,Johor Bahru,-63.0,Johor
2021-07-04,Johor Bahru,-63.0,Johor
2021-07-05,Johor Bahru,-47.0,Johor
2021-07-06,Johor Bahru,-50.0,Johor
2021-07-07,Johor Bahru,-49.0,Johor
2021-07-09,Johor Bahru,-54.0,Johor
2021-07-10,Johor Bahru,-61.0,Johor
2021-07-11,Johor Bahru,-56.99999999999999,Johor
2021-07-12,Johor Bahru,-46.0,Johor
2021-07-13,Johor Bahru,-45.0,Johor
2021-07-14,Johor Bahru,-46.0,Johor
2021-07-15,Johor Bahru,-48.0,Johor
2021-07-16,Johor Bahru,-55.00000000000001,Johor
2021-07-17,Johor Bahru,-66.0,Johor
2021-07-18,Johor Bahru,-56.99999999999999,Johor
2021-07-19,Johor Bahru,-40.0,Johor
2021-07-20,Johor Bahru,-54.0,Johor
2021-07-21,Johor Bahru,-41.0,Johor
2021-07-22,Johor Bahru,-45.0,Johor
2021-07-23,Johor Bahru,-50.0,Johor
2021-07-24,Johor Bahru,-57.99999999999999,Johor
2021-07-25,Johor Bahru,-55.00000000000001,Johor
2021-07-26,Johor Bahru,-45.0,Johor
2021-07-27,Johor Bahru,-44.0,Johor
2021-07-28,Johor Bahru,-46.0,Johor
2021-07-29,Johor Bahru,-46.0,Johor
2021-07-30,Johor Bahru,-49.0,Johor
2021-07-31,Johor Bahru,-52.0,Johor
2021-08-01,Johor Bahru,-48.0,Johor
2021-08-02,Johor Bahru,-38.0,Johor
2021-08-03,Johor Bahru,-44.0,Johor
2021-08-04,Johor Bahru,-39.0,Johor
2021-08-05,Johor Bahru,-45.0,Johor
2021-08-06,Johor Bahru,-53.0,Johor
2021-08-07,Johor Bahru,-60.0,Johor
2021-08-08,Johor Bahru,-63.0,Johor
2021-08-09,Johor Bahru,-44.0,Johor
2021-08-10,Johor Bahru,-50.0,Johor
2021-08-11,Johor Bahru,-35.0,Johor
2021-08-12,Johor Bahru,-45.0,Johor
2021-08-13,Johor Bahru,-46.0,Johor
2021-08-14,Johor Bahru,-51.0,Johor
2021-08-15,Johor Bahru,-56.00000000000001,Johor
2021-08-16,Johor Bahru,-44.0,Johor
2021-08-17,Johor Bahru,-43.0,Johor
2021-08-18,Johor Bahru,-45.0,Johor
2021-08-19,Johor Bahru,-43.0,Johor
2021-08-20,Johor Bahru,-53.0,Johor
2021-08-21,Johor Bahru,-59.0,Johor
2021-08-22,Johor Bahru,-51.0,Johor
2021-08-23,Johor Bahru,-40.0,Johor
2021-08-24,Johor Bahru,-41.0,Johor
2021-08-25,Johor Bahru,-30.0,Johor
2021-08-26,Johor Bahru,-43.0,Johor
2021-08-27,Johor Bahru,-52.0,Johor
2021-08-28,Johor Bahru,-54.0,Johor
2021-08-29,Johor Bahru,-55.00000000000001,Johor
2021-08-30,Johor Bahru,-36.0,Johor
2021-08-31,Johor Bahru,-46.0,Johor
2021-09-01,Johor Bahru,-37.0,Johor
2021-09-02,Johor Bahru,-43.0,Johor
2021-09-03,Johor Bahru,-44.0,Johor
2021-09-04,Johor Bahru,-53.0,Johor
2021-09-05,Johor Bahru,-46.0,Johor
2021-09-06,Johor Bahru,-35.0,Johor
2021-09-07,Johor Bahru,-33.0,Johor
2021-09-08,Johor Bahru,-32.0,Johor
2021-09-09,Johor Bahru,-36.0,Johor
2021-09-10,Johor Bahru,-45.0,Johor
2021-09-11,Johor Bahru,-44.0,Johor
2021-09-12,Johor Bahru,-42.0,Johor
2021-09-13,Johor Bahru,-44.0,Johor
2021-09-14,Johor Bahru,-34.0,Johor
2021-09-15,Johor Bahru,-31.0,Johor
2021-09-16,Johor Bahru,-41.0,Johor
2021-09-17,Johor Bahru,-43.0,Johor
2021-09-18,Johor Bahru,-48.0,Johor
2021-09-19,Johor Bahru,-46.0,Johor
2021-09-20,Johor Bahru,-28.000000000000004,Johor
2021-09-21,Johor Bahru,-30.0,Johor
2021-09-22,Johor Bahru,-33.0,Johor
2021-09-23,Johor Bahru,-44.0,Johor
2021-09-24,Johor Bahru,-42.0,Johor
2021-09-25,Johor Bahru,-46.0,Johor
2021-09-26,Johor Bahru,-36.0,Johor
2021-09-27,Johor Bahru,-28.000000000000004,Johor
2021-09-28,Johor Bahru,-33.0,Johor
2021-09-29,Johor Bahru,-30.0,Johor
2021-09-30,Johor Bahru,-24.0,Johor
2021-10-01,Johor Bahru,-36.0,Johor
2021-10-02,Johor Bahru,-38.0,Johor
2021-10-03,Johor Bahru,-35.0,Johor
2021-10-04,Johor Bahru,-26.0,Johor
2021-10-05,Johor Bahru,-27.0,Johor
2021-10-06,Johor Bahru,-22.0,Johor
2021-10-07,Johor Bahru,-22.0,Johor
2021-10-08,Johor Bahru,-29.0,Johor
2021-10-09,Johor Bahru,-30.0,Johor
2021-10-10,Johor Bahru,-24.0,Johor
2021-10-11,Johor Bahru,-16.0,Johor
2021-10-12,Johor Bahru,-15.0,Johor
2021-10-13,Johor Bahru,-16.0,Johor
2021-10-14,Johor Bahru,-14.000000000000002,Johor
2021-10-15,Johor Bahru,-17.0,Johor
2021-10-16,Johor Bahru,-25.0,Johor
2021-10-17,Johor Bahru,-18.0,Johor
2021-10-18,Johor Bahru,-26.0,Johor
2021-10-19,Johor Bahru,-19.0,Johor
2021-10-20,Johor Bahru,-13.0,Johor
2021-10-21,Johor Bahru,-17.0,Johor
2021-10-22,Johor Bahru,-16.0,Johor
2021-10-23,Johor Bahru,-27.0,Johor
2021-10-24,Johor Bahru,-22.0,Johor
2021-10-25,Johor Bahru,-8.0,Johor
2021-10-26,Johor Bahru,-16.0,Johor
2021-10-27,Johor Bahru,-10.0,Johor
2021-10-28,Johor Bahru,-14.000000000000002,Johor
2021-10-29,Johor Bahru,-10.0,Johor
2021-10-30,Johor Bahru,-19.0,Johor
2021-10-31,Johor Bahru,-10.0,Johor
2021-11-01,Johor Bahru,-5.0,Johor
2021-11-02,Johor Bahru,-10.0,Johor
2021-11-03,Johor Bahru,4.0,Johor
2021-11-04,Johor Bahru,-13.0,Johor
2021-11-05,Johor Bahru,-13.0,Johor
2021-11-06,Johor Bahru,-17.0,Johor
