date,city,driving_waze,state
2020-06-08,Ipoh,-52.0,Perak
2020-06-09,Ipoh,-35.0,Perak
2020-06-10,Ipoh,18.0,Perak
2020-06-11,Ipoh,5.0,Perak
2020-06-12,Ipoh,-15.0,Perak
2020-06-13,Ipoh,-16.0,Perak
2020-06-14,Ipoh,32.0,Perak
2020-06-15,Ipoh,17.0,Perak
2020-06-16,Ipoh,4.0,Perak
2020-06-17,Ipoh,15.0,Perak
2020-06-18,Ipoh,39.0,Perak
2020-06-19,Ipoh,-3.0,Perak
2020-06-20,Ipoh,9.0,Perak
2020-06-21,Ipoh,15.0,Perak
2020-06-22,Ipoh,7.000000000000001,Perak
2020-06-23,Ipoh,1.0,Perak
2020-06-24,Ipoh,2.0,Perak
2020-06-25,Ipoh,6.0,Perak
2020-06-26,Ipoh,-2.0,Perak
2020-06-27,Ipoh,5.0,Perak
2020-06-28,Ipoh,21.0,Perak
2020-06-29,Ipoh,19.0,Perak
2020-06-30,Ipoh,24.0,Perak
2020-07-01,Ipoh,-17.0,Perak
2020-07-02,Ipoh,21.0,Perak
2020-07-03,Ipoh,-14.000000000000002,Perak
2020-07-04,Ipoh,10.0,Perak
2020-07-05,Ipoh,10.0,Perak
2020-07-06,Ipoh,28.000000000000004,Perak
2020-07-07,Ipoh,2.0,Perak
2020-07-08,Ipoh,-3.0,Perak
2020-07-09,Ipoh,9.0,Perak
2020-07-10,Ipoh,1.0,Perak
2020-07-11,Ipoh,38.0,Perak
2020-07-12,Ipoh,51.0,Perak
2020-07-13,Ipoh,17.0,Perak
2020-07-14,Ipoh,8.0,Perak
2020-07-15,Ipoh,8.0,Perak
2020-07-16,Ipoh,28.000000000000004,Perak
2020-07-17,Ipoh,11.0,Perak
2020-07-18,Ipoh,5.0,Perak
2020-07-19,Ipoh,25.0,Perak
2020-07-20,Ipoh,19.0,Perak
2020-07-21,Ipoh,2.0,Perak
2020-07-22,Ipoh,3.0,Perak
2020-07-23,Ipoh,24.0,Perak
2020-07-24,Ipoh,5.0,Perak
2020-07-25,Ipoh,6.0,Perak
2020-07-26,Ipoh,10.0,Perak
2020-07-27,Ipoh,-13.0,Perak
2020-07-28,Ipoh,17.0,Perak
2020-07-29,Ipoh,52.0,Perak
2020-07-30,Ipoh,99.0,Perak
2020-07-31,Ipoh,30.0,Perak
2020-08-01,Ipoh,19.0,Perak
2020-08-02,Ipoh,67.0,Perak
2020-08-03,Ipoh,101.0,Perak
2020-08-04,Ipoh,0.0,Perak
2020-08-05,Ipoh,-7.000000000000001,Perak
2020-08-06,Ipoh,20.0,Perak
2020-08-07,Ipoh,6.0,Perak
2020-08-08,Ipoh,18.0,Perak
2020-08-09,Ipoh,28.000000000000004,Perak
2020-08-10,Ipoh,-6.0,Perak
2020-08-11,Ipoh,15.0,Perak
2020-08-12,Ipoh,6.0,Perak
2020-08-13,Ipoh,28.000000000000004,Perak
2020-08-14,Ipoh,21.0,Perak
2020-08-15,Ipoh,10.0,Perak
2020-08-16,Ipoh,22.0,Perak
2020-08-17,Ipoh,38.0,Perak
2020-08-18,Ipoh,13.0,Perak
2020-08-19,Ipoh,37.0,Perak
2020-08-20,Ipoh,95.0,Perak
2020-08-21,Ipoh,-8.0,Perak
2020-08-22,Ipoh,20.0,Perak
2020-08-23,Ipoh,35.0,Perak
2020-08-24,Ipoh,52.0,Perak
2020-08-25,Ipoh,2.0,Perak
2020-08-26,Ipoh,18.0,Perak
2020-08-27,Ipoh,25.0,Perak
2020-08-28,Ipoh,10.0,Perak
2020-08-29,Ipoh,35.0,Perak
2020-08-30,Ipoh,124.0,Perak
2020-08-31,Ipoh,77.0,Perak
2020-09-01,Ipoh,26.0,Perak
2020-09-02,Ipoh,-31.0,Perak
2020-09-03,Ipoh,63.0,Perak
2020-09-04,Ipoh,12.0,Perak
2020-09-05,Ipoh,31.0,Perak
2020-09-06,Ipoh,37.0,Perak
2020-09-07,Ipoh,24.0,Perak
2020-09-08,Ipoh,38.0,Perak
2020-09-09,Ipoh,31.0,Perak
2020-09-10,Ipoh,9.0,Perak
2020-09-11,Ipoh,10.0,Perak
2020-09-12,Ipoh,23.0,Perak
2020-09-13,Ipoh,41.0,Perak
2020-09-14,Ipoh,46.0,Perak
2020-09-15,Ipoh,52.0,Perak
2020-09-16,Ipoh,63.0,Perak
2020-09-17,Ipoh,22.0,Perak
2020-09-18,Ipoh,12.0,Perak
2020-09-19,Ipoh,11.0,Perak
2020-09-20,Ipoh,78.0,Perak
2020-09-21,Ipoh,25.0,Perak
2020-09-22,Ipoh,26.0,Perak
2020-09-23,Ipoh,22.0,Perak
2020-09-24,Ipoh,34.0,Perak
2020-09-25,Ipoh,40.0,Perak
2020-09-26,Ipoh,40.0,Perak
2020-09-27,Ipoh,49.0,Perak
2020-09-28,Ipoh,-1.0,Perak
2020-09-29,Ipoh,30.0,Perak
2020-09-30,Ipoh,-2.0,Perak
2020-10-01,Ipoh,20.0,Perak
2020-10-02,Ipoh,14.000000000000002,Perak
2020-10-03,Ipoh,17.0,Perak
2020-10-04,Ipoh,25.0,Perak
2020-10-05,Ipoh,65.0,Perak
2020-10-06,Ipoh,3.0,Perak
2020-10-07,Ipoh,-13.0,Perak
2020-10-08,Ipoh,-14.000000000000002,Perak
2020-10-09,Ipoh,10.0,Perak
2020-10-10,Ipoh,6.0,Perak
2020-10-11,Ipoh,24.0,Perak
2020-10-12,Ipoh,13.0,Perak
2020-10-13,Ipoh,29.0,Perak
2020-10-14,Ipoh,-22.0,Perak
2020-10-15,Ipoh,-29.0,Perak
2020-10-16,Ipoh,-52.0,Perak
2020-10-17,Ipoh,-49.0,Perak
2020-10-18,Ipoh,-32.0,Perak
2020-10-19,Ipoh,-10.0,Perak
2020-10-20,Ipoh,4.0,Perak
2020-10-21,Ipoh,-34.0,Perak
2020-10-22,Ipoh,-29.0,Perak
2020-10-23,Ipoh,-42.0,Perak
2020-10-24,Ipoh,-55.00000000000001,Perak
2020-10-25,Ipoh,-21.0,Perak
2020-10-26,Ipoh,-39.0,Perak
2020-10-27,Ipoh,-28.000000000000004,Perak
2020-10-28,Ipoh,-14.000000000000002,Perak
2020-10-29,Ipoh,-22.0,Perak
2020-10-30,Ipoh,-24.0,Perak
2020-10-31,Ipoh,-56.00000000000001,Perak
2020-11-01,Ipoh,-26.0,Perak
2020-11-02,Ipoh,-14.000000000000002,Perak
2020-11-03,Ipoh,-23.0,Perak
2020-11-04,Ipoh,-27.0,Perak
2020-11-05,Ipoh,-15.0,Perak
2020-11-06,Ipoh,-30.0,Perak
2020-11-07,Ipoh,-36.0,Perak
2020-11-08,Ipoh,15.0,Perak
2020-11-09,Ipoh,-35.0,Perak
2020-11-10,Ipoh,-6.0,Perak
2020-11-11,Ipoh,-35.0,Perak
2020-11-12,Ipoh,-3.0,Perak
2020-11-13,Ipoh,-46.0,Perak
2020-11-14,Ipoh,-89.0,Perak
2020-11-15,Ipoh,-55.00000000000001,Perak
2020-11-16,Ipoh,-45.0,Perak
2020-11-17,Ipoh,-15.0,Perak
2020-11-18,Ipoh,-36.0,Perak
2020-11-19,Ipoh,23.0,Perak
2020-11-20,Ipoh,-61.0,Perak
2020-11-21,Ipoh,-57.99999999999999,Perak
2020-11-22,Ipoh,-42.0,Perak
2020-11-23,Ipoh,6.0,Perak
2020-11-24,Ipoh,-30.0,Perak
2020-11-25,Ipoh,-18.0,Perak
2020-11-26,Ipoh,-34.0,Perak
2020-11-27,Ipoh,-49.0,Perak
2020-11-28,Ipoh,-59.0,Perak
2020-11-29,Ipoh,-67.0,Perak
2020-11-30,Ipoh,-42.0,Perak
2020-12-01,Ipoh,-37.0,Perak
2020-12-02,Ipoh,-31.0,Perak
2020-12-03,Ipoh,3.0,Perak
2020-12-04,Ipoh,-51.0,Perak
2020-12-05,Ipoh,-41.0,Perak
2020-12-06,Ipoh,-38.0,Perak
2020-12-07,Ipoh,-11.0,Perak
2020-12-08,Ipoh,-9.0,Perak
2020-12-09,Ipoh,4.0,Perak
2020-12-10,Ipoh,21.0,Perak
2020-12-11,Ipoh,18.0,Perak
2020-12-12,Ipoh,-19.0,Perak
2020-12-13,Ipoh,31.0,Perak
2020-12-14,Ipoh,7.000000000000001,Perak
2020-12-15,Ipoh,-3.0,Perak
2020-12-16,Ipoh,13.0,Perak
2020-12-17,Ipoh,20.0,Perak
2020-12-18,Ipoh,8.0,Perak
2020-12-19,Ipoh,-3.0,Perak
2020-12-20,Ipoh,27.0,Perak
2020-12-21,Ipoh,29.0,Perak
2020-12-22,Ipoh,11.0,Perak
2020-12-23,Ipoh,39.0,Perak
2020-12-24,Ipoh,112.0,Perak
2020-12-25,Ipoh,34.0,Perak
2020-12-26,Ipoh,12.0,Perak
2020-12-27,Ipoh,53.0,Perak
2020-12-28,Ipoh,48.0,Perak
2020-12-29,Ipoh,75.0,Perak
2020-12-30,Ipoh,128.0,Perak
2020-12-31,Ipoh,96.0,Perak
2021-01-01,Ipoh,25.0,Perak
2021-01-02,Ipoh,10.0,Perak
2021-01-03,Ipoh,30.0,Perak
2021-01-04,Ipoh,40.0,Perak
2021-01-05,Ipoh,-10.0,Perak
2021-01-06,Ipoh,-28.000000000000004,Perak
2021-01-07,Ipoh,18.0,Perak
2021-01-08,Ipoh,2.0,Perak
2021-01-09,Ipoh,3.0,Perak
2021-01-10,Ipoh,8.0,Perak
2021-01-11,Ipoh,-43.0,Perak
2021-01-12,Ipoh,89.0,Perak
2021-01-13,Ipoh,-72.0,Perak
2021-01-14,Ipoh,-14.000000000000002,Perak
2021-01-15,Ipoh,-69.0,Perak
2021-01-16,Ipoh,-61.0,Perak
2021-01-17,Ipoh,-62.0,Perak
2021-01-18,Ipoh,-36.0,Perak
2021-01-19,Ipoh,-42.0,Perak
2021-01-20,Ipoh,-8.0,Perak
2021-01-21,Ipoh,-9.0,Perak
2021-01-22,Ipoh,-97.0,Perak
2021-01-23,Ipoh,-72.0,Perak
2021-01-24,Ipoh,-71.0,Perak
2021-01-25,Ipoh,-52.0,Perak
2021-01-26,Ipoh,-54.0,Perak
2021-01-27,Ipoh,-44.0,Perak
2021-01-28,Ipoh,-63.0,Perak
2021-01-29,Ipoh,-69.0,Perak
2021-01-30,Ipoh,-69.0,Perak
2021-01-31,Ipoh,-67.0,Perak
2021-02-01,Ipoh,-35.0,Perak
2021-02-02,Ipoh,-22.0,Perak
2021-02-03,Ipoh,-52.0,Perak
2021-02-04,Ipoh,-5.0,Perak
2021-02-05,Ipoh,-47.0,Perak
2021-02-06,Ipoh,-61.0,Perak
2021-02-07,Ipoh,-63.0,Perak
2021-02-08,Ipoh,-35.0,Perak
2021-02-09,Ipoh,-19.0,Perak
2021-02-10,Ipoh,-23.0,Perak
2021-02-11,Ipoh,-25.0,Perak
2021-02-12,Ipoh,-70.0,Perak
2021-02-13,Ipoh,-69.0,Perak
2021-02-14,Ipoh,-23.0,Perak
2021-02-15,Ipoh,-37.0,Perak
2021-02-16,Ipoh,-11.0,Perak
2021-02-17,Ipoh,-42.0,Perak
2021-02-18,Ipoh,13.0,Perak
2021-02-19,Ipoh,-45.0,Perak
2021-02-20,Ipoh,-59.0,Perak
2021-02-21,Ipoh,-34.0,Perak
2021-02-22,Ipoh,-5.0,Perak
2021-02-23,Ipoh,-31.0,Perak
2021-02-24,Ipoh,-27.0,Perak
2021-02-25,Ipoh,-13.0,Perak
2021-02-26,Ipoh,-35.0,Perak
2021-02-27,Ipoh,-24.0,Perak
2021-02-28,Ipoh,-21.0,Perak
2021-03-01,Ipoh,-17.0,Perak
2021-03-02,Ipoh,-20.0,Perak
2021-03-03,Ipoh,-16.0,Perak
2021-03-04,Ipoh,6.0,Perak
2021-03-05,Ipoh,-33.0,Perak
2021-03-06,Ipoh,-26.0,Perak
2021-03-07,Ipoh,-4.0,Perak
2021-03-08,Ipoh,-33.0,Perak
2021-03-09,Ipoh,17.0,Perak
2021-03-10,Ipoh,17.0,Perak
2021-03-11,Ipoh,-4.0,Perak
2021-03-12,Ipoh,-30.0,Perak
2021-03-13,Ipoh,-25.0,Perak
2021-03-14,Ipoh,25.0,Perak
2021-03-15,Ipoh,-4.0,Perak
2021-03-16,Ipoh,-9.0,Perak
2021-03-17,Ipoh,-5.0,Perak
2021-03-18,Ipoh,3.0,Perak
2021-03-19,Ipoh,-21.0,Perak
2021-03-20,Ipoh,-27.0,Perak
2021-03-21,Ipoh,1.0,Perak
2021-03-22,Ipoh,5.0,Perak
2021-03-23,Ipoh,42.0,Perak
2021-03-24,Ipoh,3.0,Perak
2021-03-25,Ipoh,25.0,Perak
2021-03-26,Ipoh,-22.0,Perak
2021-03-27,Ipoh,-32.0,Perak
2021-03-28,Ipoh,-5.0,Perak
2021-03-29,Ipoh,24.0,Perak
2021-03-30,Ipoh,-3.0,Perak
2021-03-31,Ipoh,6.0,Perak
2021-04-01,Ipoh,60.0,Perak
2021-04-02,Ipoh,-21.0,Perak
2021-04-03,Ipoh,-32.0,Perak
2021-04-04,Ipoh,-4.0,Perak
2021-04-05,Ipoh,3.0,Perak
2021-04-06,Ipoh,9.0,Perak
2021-04-07,Ipoh,12.0,Perak
2021-04-08,Ipoh,16.0,Perak
2021-04-09,Ipoh,-6.0,Perak
2021-04-10,Ipoh,4.0,Perak
2021-04-11,Ipoh,11.0,Perak
2021-04-12,Ipoh,10.0,Perak
2021-04-13,Ipoh,-8.0,Perak
2021-04-14,Ipoh,-7.000000000000001,Perak
2021-04-15,Ipoh,-13.0,Perak
2021-04-16,Ipoh,-30.0,Perak
2021-04-17,Ipoh,-50.0,Perak
2021-04-18,Ipoh,-56.99999999999999,Perak
2021-04-19,Ipoh,-14.000000000000002,Perak
2021-04-20,Ipoh,15.0,Perak
2021-04-21,Ipoh,-32.0,Perak
2021-04-22,Ipoh,-8.0,Perak
2021-04-23,Ipoh,-50.0,Perak
2021-04-24,Ipoh,-47.0,Perak
2021-04-25,Ipoh,-17.0,Perak
2021-04-26,Ipoh,1.0,Perak
2021-04-27,Ipoh,-10.0,Perak
2021-04-28,Ipoh,-37.0,Perak
2021-04-29,Ipoh,-44.0,Perak
2021-04-30,Ipoh,-29.0,Perak
2021-05-01,Ipoh,-55.00000000000001,Perak
2021-05-02,Ipoh,-18.0,Perak
2021-05-03,Ipoh,30.0,Perak
2021-05-04,Ipoh,32.0,Perak
2021-05-05,Ipoh,39.0,Perak
2021-05-06,Ipoh,-10.0,Perak
2021-05-07,Ipoh,-35.0,Perak
2021-05-08,Ipoh,-46.0,Perak
2021-05-09,Ipoh,-2.0,Perak
2021-05-10,Ipoh,-35.0,Perak
2021-05-11,Ipoh,-19.0,Perak
2021-05-12,Ipoh,-28.000000000000004,Perak
2021-05-13,Ipoh,-56.99999999999999,Perak
2021-05-14,Ipoh,-74.0,Perak
2021-05-15,Ipoh,-87.0,Perak
2021-05-16,Ipoh,-60.0,Perak
2021-05-17,Ipoh,-21.0,Perak
2021-05-18,Ipoh,-50.0,Perak
2021-05-19,Ipoh,-77.0,Perak
2021-05-20,Ipoh,-35.0,Perak
2021-05-21,Ipoh,-55.00000000000001,Perak
2021-05-22,Ipoh,-69.0,Perak
2021-05-23,Ipoh,-83.0,Perak
2021-05-24,Ipoh,-67.0,Perak
2021-05-25,Ipoh,-56.99999999999999,Perak
2021-05-26,Ipoh,-57.99999999999999,Perak
2021-05-27,Ipoh,-63.0,Perak
2021-05-28,Ipoh,-72.0,Perak
2021-05-29,Ipoh,-69.0,Perak
2021-05-30,Ipoh,-54.0,Perak
2021-05-31,Ipoh,-37.0,Perak
2021-06-01,Ipoh,-46.0,Perak
2021-06-02,Ipoh,-79.0,Perak
2021-06-03,Ipoh,-73.0,Perak
2021-06-04,Ipoh,-81.0,Perak
2021-06-05,Ipoh,-74.0,Perak
2021-06-06,Ipoh,-60.0,Perak
2021-06-07,Ipoh,-76.0,Perak
2021-06-08,Ipoh,-55.00000000000001,Perak
2021-06-09,Ipoh,-49.0,Perak
2021-06-10,Ipoh,-62.0,Perak
2021-06-11,Ipoh,-76.0,Perak
2021-06-13,Ipoh,-83.0,Perak
2021-06-14,Ipoh,-54.0,Perak
2021-06-16,Ipoh,-55.00000000000001,Perak
2021-06-17,Ipoh,-49.0,Perak
2021-06-18,Ipoh,-76.0,Perak
2021-06-19,Ipoh,-63.0,Perak
2021-06-20,Ipoh,-55.00000000000001,Perak
2021-06-21,Ipoh,-56.00000000000001,Perak
2021-06-22,Ipoh,-54.0,Perak
2021-06-23,Ipoh,-70.0,Perak
2021-06-24,Ipoh,-56.00000000000001,Perak
2021-06-25,Ipoh,-73.0,Perak
2021-06-26,Ipoh,-89.0,Perak
2021-06-27,Ipoh,-97.0,Perak
2021-06-28,Ipoh,-60.0,Perak
2021-06-29,Ipoh,-55.00000000000001,Perak
2021-06-30,Ipoh,-41.0,Perak
2021-07-01,Ipoh,-43.0,Perak
2021-07-02,Ipoh,-77.0,Perak
2021-07-03,Ipoh,-51.0,Perak
2021-07-04,Ipoh,-62.0,Perak
2021-07-05,Ipoh,-25.0,Perak
2021-07-06,Ipoh,-53.0,Perak
2021-07-07,Ipoh,-60.0,Perak
2021-07-09,Ipoh,-63.0,Perak
2021-07-10,Ipoh,-53.0,Perak
2021-07-11,Ipoh,-77.0,Perak
2021-07-12,Ipoh,-69.0,Perak
2021-07-13,Ipoh,11.0,Perak
2021-07-14,Ipoh,-48.0,Perak
2021-07-15,Ipoh,-47.0,Perak
2021-07-16,Ipoh,-65.0,Perak
2021-07-17,Ipoh,-52.0,Perak
2021-07-18,Ipoh,-72.0,Perak
2021-07-19,Ipoh,-42.0,Perak
2021-07-20,Ipoh,-43.0,Perak
2021-07-21,Ipoh,-48.0,Perak
2021-07-22,Ipoh,-45.0,Perak
2021-07-23,Ipoh,-51.0,Perak
2021-07-24,Ipoh,-72.0,Perak
2021-07-25,Ipoh,-41.0,Perak
2021-07-26,Ipoh,-30.0,Perak
2021-07-27,Ipoh,-56.00000000000001,Perak
2021-07-28,Ipoh,-35.0,Perak
2021-07-29,Ipoh,-66.0,Perak
2021-07-30,Ipoh,-59.0,Perak
2021-07-31,Ipoh,-71.0,Perak
2021-08-01,Ipoh,-62.0,Perak
2021-08-02,Ipoh,-59.0,Perak
2021-08-03,Ipoh,-45.0,Perak
2021-08-04,Ipoh,-56.00000000000001,Perak
2021-08-05,Ipoh,-40.0,Perak
2021-08-06,Ipoh,-54.0,Perak
2021-08-07,Ipoh,-68.0,Perak
2021-08-08,Ipoh,-82.0,Perak
2021-08-09,Ipoh,-68.0,Perak
2021-08-10,Ipoh,-76.0,Perak
2021-08-11,Ipoh,-43.0,Perak
2021-08-12,Ipoh,-38.0,Perak
2021-08-13,Ipoh,-37.0,Perak
2021-08-14,Ipoh,-63.0,Perak
2021-08-15,Ipoh,-63.0,Perak
2021-08-16,Ipoh,-71.0,Perak
2021-08-17,Ipoh,-17.0,Perak
2021-08-18,Ipoh,-45.0,Perak
2021-08-19,Ipoh,-34.0,Perak
2021-08-20,Ipoh,-59.0,Perak
2021-08-21,Ipoh,-94.0,Perak
2021-08-22,Ipoh,-57.99999999999999,Perak
2021-08-23,Ipoh,-34.0,Perak
2021-08-24,Ipoh,-33.0,Perak
2021-08-25,Ipoh,-44.0,Perak
2021-08-26,Ipoh,-16.0,Perak
2021-08-27,Ipoh,-49.0,Perak
2021-08-28,Ipoh,-77.0,Perak
2021-08-29,Ipoh,-52.0,Perak
2021-08-30,Ipoh,-20.0,Perak
2021-08-31,Ipoh,-38.0,Perak
2021-09-01,Ipoh,-41.0,Perak
2021-09-02,Ipoh,-7.000000000000001,Perak
2021-09-03,Ipoh,-55.00000000000001,Perak
2021-09-04,Ipoh,-64.0,Perak
2021-09-05,Ipoh,-42.0,Perak
2021-09-06,Ipoh,-22.0,Perak
2021-09-07,Ipoh,-33.0,Perak
2021-09-08,Ipoh,-27.0,Perak
2021-09-09,Ipoh,-25.0,Perak
2021-09-10,Ipoh,-46.0,Perak
2021-09-11,Ipoh,-50.0,Perak
2021-09-12,Ipoh,-38.0,Perak
2021-09-13,Ipoh,-19.0,Perak
2021-09-14,Ipoh,-18.0,Perak
2021-09-15,Ipoh,-15.0,Perak
2021-09-16,Ipoh,-38.0,Perak
2021-09-17,Ipoh,-43.0,Perak
2021-09-18,Ipoh,-49.0,Perak
2021-09-19,Ipoh,-56.99999999999999,Perak
2021-09-20,Ipoh,-25.0,Perak
2021-09-21,Ipoh,-19.0,Perak
2021-09-22,Ipoh,-24.0,Perak
2021-09-23,Ipoh,-42.0,Perak
2021-09-24,Ipoh,-44.0,Perak
2021-09-25,Ipoh,-50.0,Perak
2021-09-26,Ipoh,-34.0,Perak
2021-09-27,Ipoh,-19.0,Perak
2021-09-28,Ipoh,-10.0,Perak
2021-09-29,Ipoh,-21.0,Perak
2021-09-30,Ipoh,-41.0,Perak
2021-10-01,Ipoh,-29.0,Perak
2021-10-02,Ipoh,-47.0,Perak
2021-10-03,Ipoh,-30.0,Perak
2021-10-04,Ipoh,-39.0,Perak
2021-10-05,Ipoh,-9.0,Perak
2021-10-06,Ipoh,-45.0,Perak
2021-10-07,Ipoh,-12.0,Perak
2021-10-08,Ipoh,-47.0,Perak
2021-10-09,Ipoh,-48.0,Perak
2021-10-10,Ipoh,-27.0,Perak
2021-10-11,Ipoh,8.0,Perak
2021-10-12,Ipoh,35.0,Perak
2021-10-13,Ipoh,-10.0,Perak
2021-10-14,Ipoh,6.0,Perak
2021-10-15,Ipoh,16.0,Perak
2021-10-16,Ipoh,4.0,Perak
2021-10-17,Ipoh,35.0,Perak
2021-10-18,Ipoh,68.0,Perak
2021-10-19,Ipoh,30.0,Perak
2021-10-20,Ipoh,14.000000000000002,Perak
2021-10-21,Ipoh,20.0,Perak
2021-10-22,Ipoh,11.0,Perak
2021-10-23,Ipoh,5.0,Perak
2021-10-24,Ipoh,60.0,Perak
2021-10-25,Ipoh,75.0,Perak
2021-10-26,Ipoh,25.0,Perak
2021-10-27,Ipoh,24.0,Perak
2021-10-28,Ipoh,26.0,Perak
2021-10-29,Ipoh,29.0,Perak
2021-10-30,Ipoh,28.000000000000004,Perak
2021-10-31,Ipoh,44.0,Perak
2021-11-01,Ipoh,37.0,Perak
2021-11-02,Ipoh,49.0,Perak
2021-11-03,Ipoh,103.0,Perak
2021-11-04,Ipoh,95.0,Perak
2021-11-05,Ipoh,35.0,Perak
2021-11-06,Ipoh,29.0,Perak
2021-11-07,Ipoh,41.0,Perak
2021-11-08,Ipoh,57.99999999999999,Perak
2021-11-09,Ipoh,40.0,Perak
2021-11-10,Ipoh,35.0,Perak
2021-11-11,Ipoh,43.0,Perak
2021-11-12,Ipoh,22.0,Perak
2021-11-13,Ipoh,32.0,Perak
2021-11-14,Ipoh,73.0,Perak
2021-11-15,Ipoh,81.0,Perak
2021-11-16,Ipoh,25.0,Perak
2021-11-17,Ipoh,28.000000000000004,Perak
2021-11-18,Ipoh,54.0,Perak
2021-11-19,Ipoh,33.0,Perak
2021-11-20,Ipoh,-5.0,Perak
2021-11-21,Ipoh,35.0,Perak
2021-11-22,Ipoh,56.00000000000001,Perak
2021-11-23,Ipoh,60.0,Perak
2021-11-24,Ipoh,25.0,Perak
2021-11-25,Ipoh,73.0,Perak
2021-11-26,Ipoh,46.0,Perak
2021-11-27,Ipoh,36.0,Perak
2021-11-28,Ipoh,50.0,Perak
2021-11-29,Ipoh,75.0,Perak
2021-11-30,Ipoh,21.0,Perak
2021-12-01,Ipoh,16.0,Perak
2021-12-02,Ipoh,84.0,Perak
2021-12-03,Ipoh,47.0,Perak
2021-12-04,Ipoh,43.0,Perak
2021-12-05,Ipoh,83.0,Perak
2021-12-06,Ipoh,51.0,Perak
2021-12-07,Ipoh,9.0,Perak
2021-12-08,Ipoh,54.0,Perak
2021-12-09,Ipoh,47.0,Perak
2021-12-10,Ipoh,55.00000000000001,Perak
2021-12-11,Ipoh,60.0,Perak
2021-12-12,Ipoh,85.0,Perak
2021-12-13,Ipoh,98.0,Perak
2021-12-14,Ipoh,89.0,Perak
2021-12-15,Ipoh,56.99999999999999,Perak
2021-12-16,Ipoh,83.0,Perak
2021-12-17,Ipoh,-95.0,Perak
2021-12-18,Ipoh,44.0,Perak
2021-12-19,Ipoh,89.0,Perak
2021-12-20,Ipoh,83.0,Perak
2021-12-21,Ipoh,72.0,Perak
2021-12-22,Ipoh,73.0,Perak
2021-12-23,Ipoh,122.0,Perak
2021-12-24,Ipoh,64.0,Perak
2021-12-25,Ipoh,56.99999999999999,Perak
2021-12-26,Ipoh,111.0,Perak
2021-12-27,Ipoh,130.0,Perak
2021-12-28,Ipoh,113.0,Perak
2021-12-29,Ipoh,103.0,Perak
2021-12-30,Ipoh,80.0,Perak
2021-12-31,Ipoh,66.0,Perak
2022-01-01,Ipoh,47.0,Perak
2022-01-02,Ipoh,75.0,Perak
2022-01-03,Ipoh,12.0,Perak
2022-01-04,Ipoh,39.0,Perak
2022-01-05,Ipoh,37.0,Perak
2022-01-06,Ipoh,19.0,Perak
2022-01-07,Ipoh,23.0,Perak
2022-01-08,Ipoh,31.0,Perak
2022-01-09,Ipoh,49.0,Perak
2022-01-10,Ipoh,50.0,Perak
2022-01-11,Ipoh,40.0,Perak
2022-01-12,Ipoh,53.0,Perak
2022-01-13,Ipoh,44.0,Perak
2022-01-14,Ipoh,12.0,Perak
2022-01-15,Ipoh,30.0,Perak
2022-01-16,Ipoh,61.0,Perak
2022-01-17,Ipoh,48.0,Perak
2022-01-18,Ipoh,88.0,Perak
2022-01-19,Ipoh,26.0,Perak
2022-01-20,Ipoh,15.0,Perak
2022-01-21,Ipoh,34.0,Perak
2022-01-22,Ipoh,16.0,Perak
2022-01-23,Ipoh,36.0,Perak
2022-01-24,Ipoh,37.0,Perak
2022-01-25,Ipoh,9.0,Perak
2022-01-26,Ipoh,29.0,Perak
2020-03-01,Johor Bahru,11.0,Johor
2020-03-02,Johor Bahru,6.0,Johor
2020-03-03,Johor Bahru,5.0,Johor
2020-03-04,Johor Bahru,7.000000000000001,Johor
2020-03-05,Johor Bahru,4.0,Johor
2020-03-06,Johor Bahru,1.0,Johor
2020-03-07,Johor Bahru,10.0,Johor
2020-03-08,Johor Bahru,14.000000000000002,Johor
2020-03-09,Johor Bahru,7.000000000000001,Johor
2020-03-10,Johor Bahru,8.0,Johor
2020-03-11,Johor Bahru,6.0,Johor
2020-03-12,Johor Bahru,4.0,Johor
2020-03-13,Johor Bahru,-1.0,Johor
2020-03-14,Johor Bahru,1.0,Johor
2020-03-15,Johor Bahru,14.000000000000002,Johor
2020-03-16,Johor Bahru,1.0,Johor
2020-03-17,Johor Bahru,32.0,Johor
2020-03-18,Johor Bahru,-52.0,Johor
2020-03-19,Johor Bahru,-70.0,Johor
2020-03-20,Johor Bahru,-76.0,Johor
2020-03-21,Johor Bahru,-80.0,Johor
2020-03-22,Johor Bahru,-85.0,Johor
2020-03-23,Johor Bahru,-84.0,Johor
2020-03-24,Johor Bahru,-79.0,Johor
2020-03-25,Johor Bahru,-79.0,Johor
2020-03-26,Johor Bahru,-80.0,Johor
2020-03-27,Johor Bahru,-83.0,Johor
2020-03-28,Johor Bahru,-83.0,Johor
2020-03-29,Johor Bahru,-82.0,Johor
2020-03-30,Johor Bahru,-78.0,Johor
2020-03-31,Johor Bahru,-76.0,Johor
2020-04-01,Johor Bahru,-76.0,Johor
2020-04-02,Johor Bahru,-77.0,Johor
2020-04-03,Johor Bahru,-82.0,Johor
2020-04-04,Johor Bahru,-84.0,Johor
2020-04-05,Johor Bahru,-85.0,Johor
2020-04-06,Johor Bahru,-76.0,Johor
2020-04-07,Johor Bahru,-75.0,Johor
2020-04-08,Johor Bahru,-78.0,Johor
2020-04-09,Johor Bahru,-74.0,Johor
