date,state,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential
2020-02-15,Kuala Lumpur,-6.0,-6.0,-7.0,-4.0,2.0,2.0
2020-02-16,Kuala Lumpur,-8.0,-8.0,-5.0,0.0,-1.0,3.0
2020-02-17,Kuala Lumpur,-6.0,-4.0,-8.0,-4.0,2.0,2.0
2020-02-18,Kuala Lumpur,-10.0,-10.0,-7.0,-5.0,2.0,3.0
2020-02-19,Kuala Lumpur,-7.0,-4.0,0.0,-5.0,3.0,2.0
2020-02-20,Kuala Lumpur,-5.0,-5.0,-2.0,-7.0,3.0,2.0
2020-02-21,Kuala Lumpur,-5.0,-8.0,-4.0,-2.0,7.0,2.0
2020-02-22,Kuala Lumpur,-7.0,-9.0,-4.0,-5.0,2.0,2.0
2020-02-23,Kuala Lumpur,-9.0,-11.0,-3.0,2.0,0.0,2.0
2020-02-24,Kuala Lumpur,-6.0,-8.0,-13.0,-4.0,2.0,2.0
2020-02-25,Kuala Lumpur,-6.0,-9.0,-5.0,-5.0,3.0,2.0
2020-02-26,Kuala Lumpur,-6.0,-5.0,-4.0,-8.0,3.0,2.0
2020-02-27,Kuala Lumpur,-4.0,-4.0,-2.0,-5.0,3.0,2.0
2020-02-28,Kuala Lumpur,0.0,-2.0,-4.0,4.0,7.0,1.0
2020-02-29,Kuala Lumpur,-1.0,-4.0,-11.0,3.0,3.0,1.0
2020-03-01,Kuala Lumpur,-4.0,-4.0,-5.0,10.0,0.0,0.0
2020-03-02,Kuala Lumpur,-5.0,-4.0,-16.0,1.0,3.0,2.0
2020-03-03,Kuala Lumpur,-6.0,-6.0,-14.0,-5.0,3.0,2.0
2020-03-04,Kuala Lumpur,-6.0,0.0,-10.0,-7.0,4.0,2.0
2020-03-05,Kuala Lumpur,-8.0,-7.0,-16.0,-6.0,2.0,2.0
2020-03-06,Kuala Lumpur,-6.0,-5.0,-17.0,-3.0,7.0,3.0
2020-03-07,Kuala Lumpur,-9.0,-4.0,-25.0,-8.0,1.0,3.0
2020-03-08,Kuala Lumpur,-10.0,-5.0,-10.0,0.0,-1.0,2.0
2020-03-09,Kuala Lumpur,-7.0,-4.0,-17.0,-6.0,1.0,3.0
2020-03-10,Kuala Lumpur,-9.0,-7.0,-15.0,-8.0,2.0,3.0
2020-03-11,Kuala Lumpur,-10.0,-3.0,-14.0,-10.0,2.0,3.0
2020-03-12,Kuala Lumpur,-12.0,-4.0,-16.0,-12.0,1.0,3.0
2020-03-13,Kuala Lumpur,-11.0,-4.0,-19.0,-7.0,4.0,3.0
2020-03-14,Kuala Lumpur,-19.0,-8.0,-33.0,-17.0,-3.0,4.0
2020-03-15,Kuala Lumpur,-23.0,-12.0,-28.0,-15.0,-7.0,4.0
2020-03-16,Kuala Lumpur,-13.0,27.0,-28.0,-15.0,-10.0,4.0
2020-03-17,Kuala Lumpur,-17.0,19.0,-37.0,-12.0,-11.0,3.0
2020-03-18,Kuala Lumpur,-68.0,-24.0,-69.0,-56.0,-56.0,28.0
2020-03-19,Kuala Lumpur,-75.0,-30.0,-78.0,-72.0,-63.0,34.0
2020-03-20,Kuala Lumpur,-79.0,-34.0,-85.0,-80.0,-67.0,40.0
2020-03-21,Kuala Lumpur,-83.0,-45.0,-92.0,-82.0,-63.0,35.0
2020-03-22,Kuala Lumpur,-88.0,-66.0,-92.0,-87.0,-60.0,33.0
2020-03-23,Kuala Lumpur,-83.0,-54.0,-88.0,-84.0,-74.0,41.0
2020-03-24,Kuala Lumpur,-83.0,-54.0,-87.0,-85.0,-75.0,41.0
2020-03-25,Kuala Lumpur,-82.0,-47.0,-87.0,-85.0,-75.0,42.0
2020-03-26,Kuala Lumpur,-82.0,-48.0,-87.0,-85.0,-74.0,42.0
2020-03-27,Kuala Lumpur,-82.0,-47.0,-88.0,-86.0,-72.0,44.0
2020-03-28,Kuala Lumpur,-85.0,-57.0,-92.0,-86.0,-66.0,37.0
2020-03-29,Kuala Lumpur,-87.0,-65.0,-91.0,-88.0,-60.0,32.0
2020-03-30,Kuala Lumpur,-82.0,-52.0,-88.0,-86.0,-74.0,41.0
2020-03-31,Kuala Lumpur,-82.0,-54.0,-87.0,-85.0,-74.0,40.0
2020-04-01,Kuala Lumpur,-83.0,-56.0,-87.0,-86.0,-74.0,41.0
2020-04-02,Kuala Lumpur,-84.0,-55.0,-87.0,-87.0,-75.0,43.0
2020-04-03,Kuala Lumpur,-84.0,-55.0,-91.0,-88.0,-73.0,46.0
2020-04-04,Kuala Lumpur,-86.0,-63.0,-93.0,-87.0,-66.0,39.0
2020-04-05,Kuala Lumpur,-87.0,-67.0,-93.0,-88.0,-60.0,33.0
2020-04-06,Kuala Lumpur,-82.0,-53.0,-89.0,-86.0,-73.0,41.0
2020-04-07,Kuala Lumpur,-83.0,-56.0,-89.0,-86.0,-74.0,42.0
2020-04-08,Kuala Lumpur,-83.0,-54.0,-89.0,-87.0,-74.0,42.0
2020-04-09,Kuala Lumpur,-82.0,-51.0,-89.0,-87.0,-74.0,42.0
2020-04-10,Kuala Lumpur,-83.0,-53.0,-90.0,-88.0,-72.0,45.0
2020-04-11,Kuala Lumpur,-85.0,-58.0,-93.0,-87.0,-64.0,38.0
2020-04-12,Kuala Lumpur,-86.0,-65.0,-92.0,-88.0,-59.0,33.0
2020-04-13,Kuala Lumpur,-81.0,-51.0,-89.0,-85.0,-71.0,41.0
2020-04-14,Kuala Lumpur,-82.0,-53.0,-89.0,-85.0,-73.0,41.0
2020-04-15,Kuala Lumpur,-83.0,-55.0,-89.0,-86.0,-73.0,42.0
2020-04-16,Kuala Lumpur,-87.0,-52.0,-86.0,-85.0,-73.0,43.0
2020-04-17,Kuala Lumpur,-87.0,-50.0,-87.0,-86.0,-71.0,45.0
2020-04-18,Kuala Lumpur,-89.0,-59.0,-92.0,-86.0,-64.0,38.0
2020-04-19,Kuala Lumpur,-90.0,-62.0,-91.0,-87.0,-58.0,33.0
2020-04-20,Kuala Lumpur,-86.0,-50.0,-87.0,-85.0,-71.0,41.0
2020-04-21,Kuala Lumpur,-86.0,-49.0,-87.0,-84.0,-72.0,41.0
2020-04-22,Kuala Lumpur,-87.0,-49.0,-86.0,-85.0,-71.0,42.0
2020-04-23,Kuala Lumpur,-85.0,-44.0,-85.0,-85.0,-71.0,41.0
2020-04-24,Kuala Lumpur,-87.0,-45.0,-88.0,-87.0,-71.0,45.0
2020-04-25,Kuala Lumpur,-89.0,-53.0,-92.0,-85.0,-63.0,38.0
2020-04-26,Kuala Lumpur,-89.0,-58.0,-91.0,-87.0,-58.0,33.0
2020-04-27,Kuala Lumpur,-86.0,-47.0,-86.0,-85.0,-69.0,41.0
2020-04-28,Kuala Lumpur,-86.0,-45.0,-86.0,-85.0,-70.0,40.0
2020-04-29,Kuala Lumpur,-86.0,-45.0,-85.0,-85.0,-69.0,40.0
2020-04-30,Kuala Lumpur,-83.0,-40.0,-90.0,-83.0,-68.0,40.0
2020-05-01,Kuala Lumpur,-84.0,-39.0,-92.0,-87.0,-80.0,47.0
2020-05-02,Kuala Lumpur,-85.0,-46.0,-93.0,-82.0,-58.0,36.0
2020-05-03,Kuala Lumpur,-86.0,-54.0,-93.0,-83.0,-53.0,31.0
2020-05-04,Kuala Lumpur,-73.0,-27.0,-85.0,-72.0,-52.0,32.0
2020-05-05,Kuala Lumpur,-71.0,-26.0,-83.0,-71.0,-53.0,31.0
2020-05-06,Kuala Lumpur,-71.0,-21.0,-82.0,-70.0,-51.0,31.0
2020-05-07,Kuala Lumpur,-71.0,-21.0,-81.0,-76.0,-71.0,37.0
2020-05-08,Kuala Lumpur,-69.0,-21.0,-79.0,-72.0,-48.0,33.0
2020-05-09,Kuala Lumpur,-70.0,-26.0,-82.0,-67.0,-40.0,28.0
2020-05-10,Kuala Lumpur,-71.0,-34.0,-82.0,-68.0,-39.0,24.0
2020-05-11,Kuala Lumpur,-66.0,-17.0,-78.0,-73.0,-65.0,34.0
2020-05-12,Kuala Lumpur,-65.0,-22.0,-75.0,-65.0,-45.0,28.0
2020-05-13,Kuala Lumpur,-64.0,-15.0,-72.0,-65.0,-43.0,27.0
2020-05-14,Kuala Lumpur,-61.0,-17.0,-69.0,-66.0,-43.0,26.0
2020-05-15,Kuala Lumpur,-61.0,-15.0,-70.0,-67.0,-40.0,27.0
2020-05-16,Kuala Lumpur,-64.0,-23.0,-80.0,-64.0,-34.0,25.0
2020-05-17,Kuala Lumpur,-64.0,-27.0,-75.0,-66.0,-34.0,23.0
2020-05-18,Kuala Lumpur,-56.0,-13.0,-67.0,-62.0,-40.0,24.0
2020-05-19,Kuala Lumpur,-56.0,-13.0,-65.0,-60.0,-40.0,24.0
2020-05-20,Kuala Lumpur,-55.0,-12.0,-64.0,-61.0,-40.0,25.0
2020-05-21,Kuala Lumpur,-54.0,-8.0,-62.0,-61.0,-41.0,25.0
2020-05-22,Kuala Lumpur,-53.0,-2.0,-66.0,-62.0,-39.0,26.0
2020-05-23,Kuala Lumpur,-58.0,-8.0,-75.0,-60.0,-35.0,23.0
2020-05-24,Kuala Lumpur,-68.0,-45.0,-54.0,-65.0,-42.0,18.0
2020-05-25,Kuala Lumpur,-58.0,-18.0,-57.0,-72.0,-77.0,33.0
2020-05-26,Kuala Lumpur,-56.0,-14.0,-61.0,-70.0,-72.0,32.0
2020-05-27,Kuala Lumpur,-53.0,-11.0,-62.0,-63.0,-44.0,25.0
2020-05-28,Kuala Lumpur,-52.0,-13.0,-62.0,-63.0,-41.0,25.0
2020-05-29,Kuala Lumpur,-52.0,-12.0,-62.0,-63.0,-36.0,26.0
2020-05-30,Kuala Lumpur,-54.0,-16.0,-68.0,-58.0,-24.0,22.0
2020-05-31,Kuala Lumpur,-55.0,-23.0,-63.0,-61.0,-25.0,20.0
2020-06-01,Kuala Lumpur,-47.0,-9.0,-57.0,-55.0,-32.0,20.0
2020-06-02,Kuala Lumpur,-47.0,-13.0,-57.0,-55.0,-33.0,20.0
2020-06-03,Kuala Lumpur,-49.0,-12.0,-56.0,-56.0,-33.0,21.0
2020-06-04,Kuala Lumpur,-49.0,-12.0,-54.0,-57.0,-33.0,21.0
2020-06-05,Kuala Lumpur,-45.0,-7.0,-57.0,-58.0,-29.0,22.0
2020-06-06,Kuala Lumpur,-48.0,-12.0,-62.0,-54.0,-21.0,19.0
2020-06-07,Kuala Lumpur,-48.0,-19.0,-54.0,-57.0,-23.0,17.0
2020-06-08,Kuala Lumpur,-42.0,-2.0,-49.0,-65.0,-68.0,29.0
2020-06-09,Kuala Lumpur,-43.0,-12.0,-49.0,-51.0,-31.0,18.0
2020-06-10,Kuala Lumpur,-41.0,-7.0,-46.0,-48.0,-30.0,17.0
2020-06-11,Kuala Lumpur,-40.0,-10.0,-48.0,-48.0,-30.0,17.0
2020-06-12,Kuala Lumpur,-42.0,-14.0,-56.0,-49.0,-27.0,17.0
2020-06-13,Kuala Lumpur,-43.0,-13.0,-53.0,-47.0,-18.0,13.0
2020-06-14,Kuala Lumpur,-45.0,-20.0,-46.0,-48.0,-20.0,11.0
2020-06-15,Kuala Lumpur,-38.0,-9.0,-47.0,-43.0,-29.0,14.0
2020-06-16,Kuala Lumpur,-37.0,-9.0,-43.0,-43.0,-29.0,14.0
2020-06-17,Kuala Lumpur,-38.0,-7.0,-44.0,-44.0,-28.0,15.0
2020-06-18,Kuala Lumpur,-38.0,-10.0,-46.0,-45.0,-29.0,15.0
2020-06-19,Kuala Lumpur,-38.0,-9.0,-49.0,-44.0,-26.0,15.0
2020-06-20,Kuala Lumpur,-41.0,-12.0,-49.0,-42.0,-17.0,11.0
2020-06-21,Kuala Lumpur,-42.0,-19.0,-41.0,-44.0,-19.0,9.0
2020-06-22,Kuala Lumpur,-33.0,-6.0,-42.0,-40.0,-30.0,12.0
2020-06-23,Kuala Lumpur,-34.0,-7.0,-39.0,-40.0,-29.0,13.0
2020-06-24,Kuala Lumpur,-37.0,-6.0,-44.0,-43.0,-26.0,13.0
2020-06-25,Kuala Lumpur,-34.0,-4.0,-36.0,-42.0,-27.0,13.0
2020-06-26,Kuala Lumpur,-34.0,-5.0,-41.0,-41.0,-24.0,14.0
2020-06-27,Kuala Lumpur,-36.0,-8.0,-42.0,-38.0,-18.0,10.0
2020-06-28,Kuala Lumpur,-38.0,-14.0,-35.0,-40.0,-18.0,8.0
2020-06-29,Kuala Lumpur,-33.0,-6.0,-39.0,-39.0,-26.0,11.0
2020-06-30,Kuala Lumpur,-30.0,-5.0,-42.0,-39.0,-25.0,11.0
2020-07-01,Kuala Lumpur,-30.0,0.0,-39.0,-40.0,-24.0,11.0
2020-07-02,Kuala Lumpur,-29.0,-1.0,-40.0,-40.0,-24.0,11.0
2020-07-03,Kuala Lumpur,-28.0,-1.0,-41.0,-38.0,-21.0,12.0
2020-07-04,Kuala Lumpur,-30.0,-3.0,-40.0,-33.0,-17.0,8.0
2020-07-05,Kuala Lumpur,-32.0,-9.0,-34.0,-34.0,-20.0,7.0
2020-07-06,Kuala Lumpur,-30.0,-6.0,-45.0,-36.0,-25.0,10.0
2020-07-07,Kuala Lumpur,-30.0,-8.0,-46.0,-35.0,-25.0,11.0
2020-07-08,Kuala Lumpur,-28.0,3.0,-37.0,-38.0,-23.0,11.0
2020-07-09,Kuala Lumpur,-28.0,0.0,-36.0,-38.0,-24.0,11.0
2020-07-10,Kuala Lumpur,-27.0,0.0,-39.0,-36.0,-20.0,11.0
2020-07-11,Kuala Lumpur,-28.0,-3.0,-38.0,-31.0,-15.0,8.0
2020-07-12,Kuala Lumpur,-28.0,-6.0,-27.0,-31.0,-18.0,7.0
2020-07-13,Kuala Lumpur,-29.0,-3.0,-42.0,-36.0,-24.0,10.0
2020-07-14,Kuala Lumpur,-27.0,-1.0,-34.0,-35.0,-24.0,10.0
2020-07-15,Kuala Lumpur,-28.0,-3.0,-20.0,-39.0,-22.0,11.0
2020-07-16,Kuala Lumpur,-29.0,-7.0,-25.0,-40.0,-22.0,11.0
2020-07-17,Kuala Lumpur,-26.0,-6.0,-24.0,-38.0,-18.0,11.0
2020-07-18,Kuala Lumpur,-29.0,-10.0,-32.0,-36.0,-15.0,9.0
2020-07-19,Kuala Lumpur,-26.0,-7.0,-7.0,-34.0,-17.0,7.0
2020-07-20,Kuala Lumpur,-28.0,-6.0,-27.0,-36.0,-22.0,10.0
2020-07-21,Kuala Lumpur,-27.0,-5.0,-18.0,-36.0,-22.0,10.0
2020-07-22,Kuala Lumpur,-30.0,-6.0,-26.0,-39.0,-20.0,11.0
2020-07-23,Kuala Lumpur,-28.0,-3.0,-23.0,-38.0,-20.0,10.0
2020-07-24,Kuala Lumpur,-26.0,-5.0,-28.0,-35.0,-16.0,10.0
2020-07-25,Kuala Lumpur,-26.0,-4.0,-28.0,-32.0,-14.0,8.0
2020-07-26,Kuala Lumpur,-25.0,-5.0,-12.0,-34.0,-16.0,7.0
2020-07-27,Kuala Lumpur,-27.0,-4.0,-28.0,-35.0,-22.0,9.0
2020-07-28,Kuala Lumpur,-26.0,-4.0,-21.0,-33.0,-22.0,9.0
2020-07-29,Kuala Lumpur,-26.0,1.0,-22.0,-29.0,-24.0,8.0
2020-07-30,Kuala Lumpur,-26.0,5.0,-25.0,-36.0,-33.0,7.0
2020-07-31,Kuala Lumpur,-39.0,-20.0,-24.0,-63.0,-69.0,19.0
2020-08-01,Kuala Lumpur,-39.0,-23.0,-32.0,-51.0,-34.0,9.0
2020-08-02,Kuala Lumpur,-35.0,-23.0,-24.0,-38.0,-25.0,4.0
2020-08-03,Kuala Lumpur,-27.0,-7.0,-30.0,-36.0,-30.0,8.0
2020-08-04,Kuala Lumpur,-26.0,-7.0,-22.0,-36.0,-24.0,8.0
2020-08-05,Kuala Lumpur,-25.0,-4.0,-18.0,-39.0,-21.0,9.0
2020-08-06,Kuala Lumpur,-24.0,-5.0,-17.0,-40.0,-21.0,9.0
2020-08-07,Kuala Lumpur,-22.0,-6.0,-21.0,-41.0,-17.0,9.0
2020-08-08,Kuala Lumpur,-23.0,-7.0,-22.0,-39.0,-14.0,7.0
2020-08-09,Kuala Lumpur,-24.0,-11.0,-13.0,-39.0,-18.0,6.0
2020-08-10,Kuala Lumpur,-23.0,-6.0,-19.0,-39.0,-21.0,8.0
2020-08-11,Kuala Lumpur,-24.0,-9.0,-19.0,-39.0,-21.0,8.0
2020-08-12,Kuala Lumpur,-25.0,-6.0,-18.0,-42.0,-20.0,9.0
2020-08-13,Kuala Lumpur,-24.0,-6.0,-16.0,-41.0,-20.0,9.0
2020-08-14,Kuala Lumpur,-23.0,-10.0,-25.0,-41.0,-17.0,10.0
2020-08-15,Kuala Lumpur,-24.0,-8.0,-21.0,-41.0,-15.0,7.0
2020-08-16,Kuala Lumpur,-27.0,-16.0,-30.0,-44.0,-20.0,8.0
2020-08-17,Kuala Lumpur,-25.0,-8.0,-23.0,-40.0,-20.0,8.0
2020-08-18,Kuala Lumpur,-25.0,-10.0,-19.0,-41.0,-19.0,8.0
2020-08-19,Kuala Lumpur,-23.0,-8.0,-17.0,-36.0,-19.0,7.0
2020-08-20,Kuala Lumpur,-20.0,2.0,11.0,-54.0,-59.0,18.0
2020-08-21,Kuala Lumpur,-24.0,-6.0,-9.0,-46.0,-24.0,11.0
2020-08-22,Kuala Lumpur,-27.0,-12.0,-10.0,-43.0,-15.0,7.0
2020-08-23,Kuala Lumpur,-28.0,-17.0,-10.0,-40.0,-18.0,6.0
2020-08-24,Kuala Lumpur,-23.0,-7.0,-17.0,-38.0,-23.0,8.0
2020-08-25,Kuala Lumpur,-23.0,-8.0,-16.0,-39.0,-19.0,8.0
2020-08-26,Kuala Lumpur,-25.0,-6.0,-16.0,-40.0,-18.0,8.0
2020-08-27,Kuala Lumpur,-23.0,-4.0,-14.0,-41.0,-18.0,8.0
2020-08-28,Kuala Lumpur,-20.0,-3.0,-15.0,-35.0,-15.0,7.0
2020-08-29,Kuala Lumpur,-24.0,-7.0,-18.0,-35.0,-17.0,5.0
2020-08-30,Kuala Lumpur,-19.0,-12.0,27.0,-37.0,-20.0,3.0
2020-08-31,Kuala Lumpur,-13.0,6.0,22.0,-44.0,-70.0,15.0
2020-09-01,Kuala Lumpur,-24.0,-5.0,-20.0,-34.0,-20.0,7.0
2020-09-02,Kuala Lumpur,-26.0,-7.0,-22.0,-37.0,-18.0,8.0
2020-09-03,Kuala Lumpur,-23.0,-5.0,-17.0,-39.0,-18.0,8.0
2020-09-04,Kuala Lumpur,-21.0,-5.0,-23.0,-37.0,-15.0,7.0
2020-09-05,Kuala Lumpur,-20.0,-4.0,-16.0,-38.0,-16.0,4.0
2020-09-06,Kuala Lumpur,-21.0,-10.0,-4.0,-38.0,-18.0,3.0
2020-09-07,Kuala Lumpur,-22.0,-7.0,-21.0,-37.0,-20.0,7.0
2020-09-08,Kuala Lumpur,-22.0,-8.0,-14.0,-36.0,-19.0,7.0
2020-09-09,Kuala Lumpur,-24.0,-6.0,-18.0,-37.0,-17.0,7.0
2020-09-10,Kuala Lumpur,-25.0,-14.0,-16.0,-36.0,-18.0,7.0
2020-09-11,Kuala Lumpur,-21.0,-8.0,-21.0,-38.0,-14.0,8.0
2020-09-12,Kuala Lumpur,-20.0,-6.0,-13.0,-39.0,-14.0,6.0
2020-09-13,Kuala Lumpur,-22.0,-11.0,-4.0,-38.0,-18.0,5.0
2020-09-14,Kuala Lumpur,-24.0,-12.0,-24.0,-37.0,-17.0,8.0
2020-09-15,Kuala Lumpur,-16.0,-8.0,-4.0,-33.0,-16.0,5.0
2020-09-16,Kuala Lumpur,-14.0,9.0,33.0,-53.0,-65.0,18.0
2020-09-17,Kuala Lumpur,-24.0,-10.0,-12.0,-42.0,-18.0,8.0
2020-09-18,Kuala Lumpur,-22.0,-9.0,-13.0,-41.0,-14.0,9.0
2020-09-19,Kuala Lumpur,-23.0,-11.0,-5.0,-41.0,-14.0,6.0
2020-09-20,Kuala Lumpur,-27.0,-20.0,-14.0,-40.0,-19.0,6.0
2020-09-21,Kuala Lumpur,-23.0,-9.0,-26.0,-36.0,-18.0,8.0
2020-09-22,Kuala Lumpur,-24.0,-12.0,-19.0,-37.0,-17.0,8.0
2020-09-23,Kuala Lumpur,-27.0,-10.0,-27.0,-40.0,-16.0,9.0
2020-09-24,Kuala Lumpur,-22.0,-4.0,-11.0,-39.0,-16.0,8.0
2020-09-25,Kuala Lumpur,-22.0,-8.0,-24.0,-37.0,-13.0,9.0
2020-09-26,Kuala Lumpur,-22.0,-9.0,-24.0,-39.0,-13.0,6.0
2020-09-27,Kuala Lumpur,-22.0,-8.0,-4.0,-37.0,-17.0,5.0
2020-09-28,Kuala Lumpur,-24.0,-5.0,-25.0,-40.0,-17.0,8.0
2020-09-29,Kuala Lumpur,-25.0,-8.0,-22.0,-40.0,-16.0,8.0
2020-09-30,Kuala Lumpur,-24.0,1.0,-22.0,-41.0,-15.0,8.0
2020-10-01,Kuala Lumpur,-29.0,-11.0,-30.0,-41.0,-17.0,9.0
2020-10-02,Kuala Lumpur,-25.0,-2.0,-28.0,-41.0,-13.0,9.0
2020-10-03,Kuala Lumpur,-30.0,-6.0,-34.0,-47.0,-15.0,8.0
2020-10-04,Kuala Lumpur,-31.0,-11.0,-24.0,-45.0,-19.0,6.0
2020-10-05,Kuala Lumpur,-28.0,-6.0,-30.0,-41.0,-18.0,8.0
2020-10-06,Kuala Lumpur,-29.0,-7.0,-27.0,-43.0,-18.0,9.0
2020-10-07,Kuala Lumpur,-32.0,-6.0,-32.0,-46.0,-17.0,10.0
2020-10-08,Kuala Lumpur,-30.0,-6.0,-25.0,-48.0,-17.0,10.0
2020-10-09,Kuala Lumpur,-28.0,-6.0,-27.0,-49.0,-14.0,11.0
2020-10-10,Kuala Lumpur,-32.0,-10.0,-32.0,-52.0,-14.0,10.0
2020-10-11,Kuala Lumpur,-35.0,-15.0,-29.0,-53.0,-19.0,10.0
2020-10-12,Kuala Lumpur,-30.0,1.0,-31.0,-46.0,-21.0,11.0
2020-10-13,Kuala Lumpur,-26.0,6.0,-26.0,-38.0,-19.0,8.0
2020-10-14,Kuala Lumpur,-55.0,-25.0,-61.0,-66.0,-31.0,23.0
2020-10-15,Kuala Lumpur,-51.0,-22.0,-54.0,-67.0,-31.0,22.0
2020-10-16,Kuala Lumpur,-50.0,-21.0,-59.0,-68.0,-27.0,23.0
2020-10-17,Kuala Lumpur,-54.0,-24.0,-68.0,-69.0,-21.0,22.0
2020-10-18,Kuala Lumpur,-57.0,-31.0,-69.0,-73.0,-28.0,22.0
2020-10-19,Kuala Lumpur,-46.0,-21.0,-53.0,-63.0,-31.0,20.0
2020-10-20,Kuala Lumpur,-46.0,-22.0,-49.0,-63.0,-31.0,20.0
2020-10-21,Kuala Lumpur,-46.0,-15.0,-58.0,-63.0,-28.0,19.0
2020-10-22,Kuala Lumpur,-51.0,-20.0,-61.0,-70.0,-39.0,24.0
2020-10-23,Kuala Lumpur,-49.0,-16.0,-63.0,-70.0,-34.0,25.0
2020-10-24,Kuala Lumpur,-52.0,-20.0,-69.0,-68.0,-21.0,22.0
2020-10-25,Kuala Lumpur,-54.0,-26.0,-67.0,-72.0,-26.0,21.0
2020-10-26,Kuala Lumpur,-44.0,-15.0,-58.0,-65.0,-36.0,21.0
2020-10-27,Kuala Lumpur,-43.0,-16.0,-55.0,-64.0,-35.0,21.0
2020-10-28,Kuala Lumpur,-43.0,-12.0,-47.0,-64.0,-33.0,20.0
2020-10-29,Kuala Lumpur,-46.0,-11.0,-53.0,-75.0,-61.0,30.0
2020-10-30,Kuala Lumpur,-44.0,-16.0,-52.0,-68.0,-31.0,23.0
2020-10-31,Kuala Lumpur,-48.0,-21.0,-63.0,-66.0,-19.0,20.0
2020-11-01,Kuala Lumpur,-49.0,-24.0,-60.0,-69.0,-25.0,19.0
2020-11-02,Kuala Lumpur,-42.0,-18.0,-51.0,-63.0,-33.0,20.0
2020-11-03,Kuala Lumpur,-41.0,-15.0,-46.0,-62.0,-33.0,19.0
2020-11-04,Kuala Lumpur,-43.0,-15.0,-50.0,-64.0,-32.0,21.0
2020-11-05,Kuala Lumpur,-43.0,-17.0,-46.0,-66.0,-33.0,21.0
2020-11-06,Kuala Lumpur,-42.0,-18.0,-53.0,-67.0,-29.0,22.0
2020-11-07,Kuala Lumpur,-43.0,-15.0,-57.0,-64.0,-18.0,19.0
2020-11-08,Kuala Lumpur,-47.0,-23.0,-59.0,-67.0,-24.0,18.0
2020-11-09,Kuala Lumpur,-40.0,-14.0,-49.0,-61.0,-32.0,19.0
2020-11-10,Kuala Lumpur,-40.0,-17.0,-43.0,-62.0,-32.0,19.0
2020-11-11,Kuala Lumpur,-40.0,-14.0,-46.0,-63.0,-31.0,20.0
2020-11-12,Kuala Lumpur,-40.0,-12.0,-40.0,-64.0,-32.0,20.0
2020-11-13,Kuala Lumpur,-41.0,-12.0,-50.0,-66.0,-31.0,22.0
2020-11-14,Kuala Lumpur,-48.0,-18.0,-55.0,-69.0,-38.0,22.0
2020-11-15,Kuala Lumpur,-49.0,-28.0,-55.0,-69.0,-25.0,18.0
2020-11-16,Kuala Lumpur,-40.0,-17.0,-47.0,-63.0,-34.0,19.0
2020-11-17,Kuala Lumpur,-42.0,-24.0,-46.0,-62.0,-32.0,19.0
2020-11-18,Kuala Lumpur,-42.0,-16.0,-45.0,-64.0,-31.0,20.0
2020-11-19,Kuala Lumpur,-42.0,-20.0,-44.0,-65.0,-31.0,20.0
2020-11-20,Kuala Lumpur,-40.0,-17.0,-47.0,-65.0,-27.0,21.0
2020-11-21,Kuala Lumpur,-44.0,-22.0,-55.0,-66.0,-18.0,18.0
2020-11-22,Kuala Lumpur,-43.0,-21.0,-47.0,-67.0,-23.0,17.0
2020-11-23,Kuala Lumpur,-40.0,-20.0,-48.0,-62.0,-31.0,19.0
2020-11-24,Kuala Lumpur,-40.0,-21.0,-44.0,-62.0,-31.0,19.0
2020-11-25,Kuala Lumpur,-38.0,-12.0,-41.0,-63.0,-29.0,19.0
2020-11-26,Kuala Lumpur,-38.0,-17.0,-40.0,-64.0,-30.0,19.0
2020-11-27,Kuala Lumpur,-37.0,-15.0,-45.0,-65.0,-27.0,20.0
2020-11-28,Kuala Lumpur,-37.0,-12.0,-47.0,-62.0,-16.0,16.0
2020-11-29,Kuala Lumpur,-39.0,-18.0,-41.0,-65.0,-21.0,15.0
2020-11-30,Kuala Lumpur,-34.0,-14.0,-41.0,-61.0,-30.0,17.0
2020-12-01,Kuala Lumpur,-34.0,-14.0,-39.0,-60.0,-30.0,17.0
2020-12-02,Kuala Lumpur,-35.0,-11.0,-37.0,-61.0,-28.0,18.0
2020-12-03,Kuala Lumpur,-35.0,-13.0,-35.0,-63.0,-29.0,18.0
2020-12-04,Kuala Lumpur,-33.0,-11.0,-38.0,-64.0,-25.0,19.0
2020-12-05,Kuala Lumpur,-35.0,-14.0,-39.0,-62.0,-16.0,15.0
2020-12-06,Kuala Lumpur,-36.0,-19.0,-34.0,-63.0,-20.0,14.0
2020-12-07,Kuala Lumpur,-32.0,-15.0,-40.0,-58.0,-30.0,16.0
2020-12-08,Kuala Lumpur,-31.0,-14.0,-29.0,-57.0,-28.0,16.0
2020-12-09,Kuala Lumpur,-34.0,-14.0,-35.0,-58.0,-28.0,16.0
2020-12-10,Kuala Lumpur,-33.0,-13.0,-27.0,-57.0,-29.0,15.0
2020-12-11,Kuala Lumpur,-27.0,-6.0,-23.0,-59.0,-37.0,18.0
2020-12-12,Kuala Lumpur,-36.0,-19.0,-40.0,-59.0,-18.0,12.0
2020-12-13,Kuala Lumpur,-36.0,-21.0,-28.0,-57.0,-21.0,9.0
2020-12-14,Kuala Lumpur,-33.0,-16.0,-36.0,-57.0,-30.0,14.0
