date,state,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential
2020-10-29,Johor,-24.0,8.0,-7.0,-39.0,-44.0,15.0
2020-10-30,Johor,-30.0,-2.0,-20.0,-43.0,-21.0,10.0
2020-10-31,Johor,-37.0,-10.0,-32.0,-44.0,-20.0,11.0
2020-11-01,Johor,-34.0,-7.0,-23.0,-48.0,-23.0,10.0
2020-11-02,Johor,-32.0,-5.0,-30.0,-42.0,-21.0,12.0
2020-11-03,Johor,-31.0,-4.0,-24.0,-43.0,-21.0,11.0
2020-11-04,Johor,-30.0,-3.0,-36.0,-43.0,-21.0,13.0
2020-11-05,Johor,-30.0,-4.0,-24.0,-44.0,-20.0,12.0
2020-11-06,Johor,-30.0,-4.0,-26.0,-45.0,-19.0,12.0
2020-11-07,Johor,-33.0,-6.0,-39.0,-47.0,-20.0,12.0
2020-11-08,Johor,-26.0,6.0,-24.0,-40.0,-20.0,6.0
2020-11-09,Johor,-43.0,-13.0,-42.0,-54.0,-26.0,18.0
2020-11-10,Johor,-41.0,-11.0,-40.0,-54.0,-26.0,17.0
2020-11-11,Johor,-39.0,-10.0,-44.0,-51.0,-25.0,17.0
2020-11-12,Johor,-40.0,-10.0,-41.0,-54.0,-26.0,18.0
2020-11-13,Johor,-42.0,-10.0,-46.0,-58.0,-24.0,19.0
2020-11-14,Johor,-49.0,-18.0,-51.0,-66.0,-40.0,24.0
2020-11-15,Johor,-47.0,-20.0,-47.0,-66.0,-32.0,18.0
2020-11-16,Johor,-39.0,-8.0,-36.0,-53.0,-29.0,17.0
2020-11-17,Johor,-41.0,-14.0,-38.0,-54.0,-26.0,17.0
2020-11-18,Johor,-38.0,-11.0,-41.0,-52.0,-25.0,16.0
2020-11-19,Johor,-40.0,-14.0,-40.0,-55.0,-25.0,18.0
2020-11-20,Johor,-42.0,-15.0,-46.0,-58.0,-21.0,18.0
2020-11-21,Johor,-44.0,-21.0,-51.0,-60.0,-20.0,17.0
2020-11-22,Johor,-40.0,-15.0,-40.0,-59.0,-26.0,14.0
2020-11-23,Johor,-34.0,-6.0,-29.0,-49.0,-23.0,14.0
2020-11-24,Johor,-35.0,-10.0,-32.0,-50.0,-23.0,14.0
2020-11-25,Johor,-32.0,-5.0,-34.0,-48.0,-22.0,14.0
2020-11-26,Johor,-34.0,-8.0,-33.0,-50.0,-22.0,15.0
2020-11-27,Johor,-36.0,-11.0,-38.0,-52.0,-19.0,15.0
2020-11-28,Johor,-37.0,-11.0,-41.0,-53.0,-19.0,14.0
2020-11-29,Johor,-36.0,-11.0,-27.0,-54.0,-25.0,13.0
2020-11-30,Johor,-33.0,-5.0,-30.0,-48.0,-23.0,14.0
2020-12-01,Johor,-32.0,-3.0,-27.0,-48.0,-22.0,13.0
2020-12-02,Johor,-32.0,-5.0,-35.0,-46.0,-21.0,14.0
2020-12-03,Johor,-35.0,-10.0,-37.0,-50.0,-22.0,16.0
2020-12-04,Johor,-35.0,-8.0,-37.0,-50.0,-18.0,15.0
2020-12-05,Johor,-36.0,-10.0,-38.0,-51.0,-18.0,14.0
2020-12-06,Johor,-35.0,-9.0,-28.0,-53.0,-25.0,12.0
2020-12-07,Johor,-32.0,-2.0,-26.0,-43.0,-24.0,13.0
2020-12-08,Johor,-32.0,-3.0,-24.0,-44.0,-23.0,13.0
2020-12-09,Johor,-32.0,-6.0,-32.0,-40.0,-22.0,14.0
2020-12-10,Johor,-34.0,-8.0,-30.0,-39.0,-23.0,15.0
2020-12-11,Johor,-33.0,-6.0,-25.0,-38.0,-20.0,14.0
2020-12-12,Johor,-38.0,-14.0,-35.0,-42.0,-20.0,14.0
2020-12-13,Johor,-34.0,-8.0,-16.0,-39.0,-26.0,11.0
2020-12-14,Johor,-34.0,-9.0,-29.0,-38.0,-24.0,14.0
2020-12-15,Johor,-33.0,-6.0,-22.0,-38.0,-23.0,14.0
2020-12-16,Johor,-32.0,-7.0,-33.0,-37.0,-22.0,14.0
2020-12-17,Johor,-30.0,-3.0,-22.0,-37.0,-22.0,14.0
2020-12-18,Johor,-34.0,-8.0,-34.0,-39.0,-21.0,15.0
2020-12-19,Johor,-36.0,-10.0,-26.0,-37.0,-19.0,12.0
2020-12-20,Johor,-33.0,-8.0,-14.0,-37.0,-27.0,10.0
2020-12-21,Johor,-30.0,-3.0,-16.0,-31.0,-25.0,13.0
2020-12-22,Johor,-30.0,-5.0,-15.0,-33.0,-24.0,12.0
2020-12-23,Johor,-28.0,-4.0,-22.0,-28.0,-24.0,12.0
2020-12-24,Johor,-25.0,1.0,-12.0,-24.0,-26.0,12.0
2020-12-25,Johor,-28.0,0.0,-5.0,-27.0,-52.0,18.0
2020-12-26,Johor,-39.0,-18.0,-24.0,-34.0,-28.0,13.0
2020-12-27,Johor,-35.0,-14.0,-12.0,-29.0,-37.0,10.0
2020-12-28,Johor,-28.0,0.0,-12.0,-26.0,-28.0,12.0
2020-12-29,Johor,-31.0,-5.0,-15.0,-32.0,-27.0,13.0
2020-12-30,Johor,-28.0,-3.0,-19.0,-28.0,-25.0,13.0
2020-12-31,Johor,-26.0,1.0,-8.0,-28.0,-26.0,13.0
2021-01-01,Johor,-34.0,-10.0,-36.0,-36.0,-36.0,19.0
2021-01-02,Johor,-44.0,-22.0,-53.0,-41.0,-28.0,18.0
2021-01-03,Johor,-36.0,-9.0,-35.0,-36.0,-29.0,13.0
2021-01-04,Johor,-30.0,0.0,-23.0,-35.0,-25.0,13.0
2021-01-05,Johor,-31.0,-2.0,-20.0,-38.0,-24.0,13.0
2021-01-06,Johor,-26.0,2.0,-28.0,-34.0,-23.0,13.0
2021-01-07,Johor,-27.0,3.0,-32.0,-36.0,-24.0,14.0
2021-01-08,Johor,-29.0,1.0,-36.0,-36.0,-21.0,13.0
2021-01-09,Johor,-34.0,-6.0,-43.0,-38.0,-21.0,12.0
2021-01-10,Johor,-37.0,-10.0,-49.0,-40.0,-29.0,13.0
2021-01-11,Johor,-24.0,12.0,-32.0,-30.0,-24.0,12.0
2021-01-12,Johor,-19.0,23.0,-31.0,-24.0,-24.0,8.0
2021-01-13,Johor,-62.0,-25.0,-58.0,-63.0,-37.0,25.0
2021-01-14,Johor,-62.0,-26.0,-55.0,-66.0,-39.0,25.0
2021-01-15,Johor,-65.0,-32.0,-62.0,-69.0,-37.0,25.0
2021-01-16,Johor,-68.0,-35.0,-66.0,-73.0,-37.0,26.0
2021-01-17,Johor,-67.0,-34.0,-59.0,-75.0,-43.0,24.0
2021-01-18,Johor,-61.0,-26.0,-52.0,-64.0,-39.0,23.0
2021-01-19,Johor,-60.0,-25.0,-52.0,-63.0,-39.0,22.0
2021-01-20,Johor,-59.0,-24.0,-55.0,-62.0,-37.0,22.0
2021-01-21,Johor,-60.0,-25.0,-55.0,-64.0,-37.0,24.0
2021-01-22,Johor,-61.0,-25.0,-59.0,-68.0,-35.0,25.0
2021-01-23,Johor,-63.0,-29.0,-63.0,-72.0,-33.0,25.0
2021-01-24,Johor,-63.0,-29.0,-57.0,-73.0,-38.0,22.0
2021-01-25,Johor,-56.0,-17.0,-50.0,-63.0,-35.0,21.0
2021-01-26,Johor,-56.0,-18.0,-48.0,-61.0,-35.0,21.0
2021-01-27,Johor,-55.0,-19.0,-55.0,-59.0,-34.0,21.0
2021-01-28,Johor,-56.0,-16.0,-55.0,-66.0,-48.0,28.0
2021-01-29,Johor,-58.0,-21.0,-58.0,-67.0,-33.0,24.0
2021-01-30,Johor,-61.0,-23.0,-62.0,-71.0,-31.0,23.0
2021-01-31,Johor,-59.0,-22.0,-58.0,-73.0,-35.0,20.0
2021-02-01,Johor,-55.0,-15.0,-51.0,-64.0,-34.0,20.0
2021-02-02,Johor,-55.0,-16.0,-50.0,-62.0,-34.0,20.0
2021-02-03,Johor,-54.0,-15.0,-54.0,-61.0,-33.0,20.0
2021-02-04,Johor,-54.0,-14.0,-49.0,-63.0,-34.0,21.0
2021-02-05,Johor,-54.0,-15.0,-56.0,-64.0,-31.0,21.0
2021-02-06,Johor,-57.0,-17.0,-60.0,-66.0,-29.0,21.0
2021-02-07,Johor,-55.0,-16.0,-54.0,-68.0,-33.0,18.0
2021-02-08,Johor,-49.0,-8.0,-48.0,-57.0,-33.0,18.0
2021-02-09,Johor,-48.0,-4.0,-46.0,-56.0,-33.0,17.0
2021-02-10,Johor,-39.0,6.0,-49.0,-53.0,-35.0,18.0
2021-02-11,Johor,-47.0,-3.0,-50.0,-59.0,-50.0,24.0
2021-02-12,Johor,-61.0,-29.0,-55.0,-71.0,-69.0,33.0
2021-02-13,Johor,-62.0,-31.0,-58.0,-72.0,-59.0,29.0
2021-02-14,Johor,-55.0,-26.0,-50.0,-69.0,-51.0,22.0
2021-02-15,Johor,-46.0,-10.0,-44.0,-58.0,-41.0,21.0
2021-02-16,Johor,-46.0,-12.0,-45.0,-58.0,-37.0,20.0
2021-02-17,Johor,-44.0,-11.0,-50.0,-56.0,-32.0,19.0
2021-02-18,Johor,-44.0,-11.0,-47.0,-56.0,-31.0,20.0
2021-02-19,Johor,-44.0,-12.0,-50.0,-59.0,-27.0,19.0
2021-02-20,Johor,-46.0,-15.0,-50.0,-61.0,-27.0,18.0
2021-02-21,Johor,-44.0,-15.0,-41.0,-62.0,-29.0,15.0
2021-02-22,Johor,-40.0,-9.0,-41.0,-53.0,-28.0,16.0
2021-02-23,Johor,-39.0,-8.0,-39.0,-51.0,-28.0,15.0
2021-02-24,Johor,-37.0,-5.0,-46.0,-51.0,-26.0,15.0
2021-02-25,Johor,-36.0,-3.0,-42.0,-52.0,-26.0,16.0
2021-02-26,Johor,-37.0,-4.0,-45.0,-55.0,-25.0,16.0
2021-02-27,Johor,-39.0,-7.0,-48.0,-56.0,-23.0,16.0
2021-02-28,Johor,-37.0,-5.0,-41.0,-56.0,-26.0,13.0
2021-03-01,Johor,-34.0,1.0,-40.0,-48.0,-26.0,14.0
2021-03-02,Johor,-34.0,0.0,-36.0,-47.0,-25.0,13.0
2021-03-03,Johor,-32.0,1.0,-43.0,-47.0,-24.0,13.0
2021-03-04,Johor,-32.0,0.0,-37.0,-48.0,-24.0,14.0
2021-03-05,Johor,-30.0,1.0,-37.0,-45.0,-23.0,12.0
2021-03-06,Johor,-31.0,1.0,-35.0,-45.0,-23.0,10.0
2021-03-07,Johor,-31.0,-1.0,-36.0,-49.0,-24.0,9.0
2021-03-08,Johor,-27.0,8.0,-30.0,-41.0,-24.0,10.0
2021-03-09,Johor,-29.0,4.0,-29.0,-42.0,-23.0,11.0
2021-03-10,Johor,-28.0,3.0,-36.0,-42.0,-21.0,11.0
2021-03-11,Johor,-29.0,1.0,-32.0,-43.0,-22.0,12.0
2021-03-12,Johor,-30.0,0.0,-35.0,-42.0,-23.0,12.0
2021-03-13,Johor,-34.0,-5.0,-37.0,-43.0,-23.0,10.0
2021-03-14,Johor,-31.0,-3.0,-23.0,-45.0,-22.0,9.0
2021-03-15,Johor,-31.0,2.0,-31.0,-43.0,-22.0,11.0
2021-03-16,Johor,-31.0,0.0,-31.0,-43.0,-22.0,11.0
2021-03-17,Johor,-30.0,-1.0,-41.0,-42.0,-20.0,12.0
2021-03-18,Johor,-29.0,0.0,-33.0,-42.0,-21.0,12.0
2021-03-19,Johor,-29.0,1.0,-30.0,-42.0,-21.0,11.0
2021-03-20,Johor,-32.0,-3.0,-32.0,-44.0,-22.0,10.0
2021-03-21,Johor,-32.0,-4.0,-24.0,-48.0,-21.0,9.0
2021-03-22,Johor,-26.0,4.0,-22.0,-38.0,-23.0,10.0
2021-03-23,Johor,-21.0,15.0,3.0,-34.0,-61.0,19.0
2021-03-24,Johor,-31.0,-4.0,-44.0,-42.0,-20.0,12.0
2021-03-25,Johor,-28.0,1.0,-32.0,-41.0,-20.0,11.0
2021-03-26,Johor,-29.0,0.0,-29.0,-40.0,-21.0,11.0
2021-03-27,Johor,-33.0,-8.0,-30.0,-43.0,-22.0,10.0
2021-03-28,Johor,-29.0,-5.0,-10.0,-42.0,-28.0,7.0
2021-03-29,Johor,-27.0,3.0,-24.0,-38.0,-26.0,11.0
2021-03-30,Johor,-26.0,5.0,-21.0,-38.0,-25.0,10.0
2021-03-31,Johor,-22.0,8.0,-25.0,-39.0,-24.0,10.0
2021-04-01,Johor,-23.0,8.0,-20.0,-40.0,-23.0,10.0
2021-04-02,Johor,-24.0,6.0,-22.0,-40.0,-22.0,10.0
2021-04-03,Johor,-27.0,4.0,-27.0,-41.0,-22.0,8.0
2021-04-04,Johor,-29.0,-1.0,-24.0,-47.0,-20.0,8.0
2021-04-05,Johor,-29.0,2.0,-34.0,-43.0,-19.0,10.0
2021-04-06,Johor,-26.0,8.0,-25.0,-41.0,-19.0,9.0
2021-04-07,Johor,-23.0,9.0,-32.0,-38.0,-19.0,9.0
2021-04-08,Johor,-25.0,5.0,-29.0,-41.0,-18.0,9.0
2021-04-09,Johor,-22.0,6.0,-25.0,-38.0,-20.0,9.0
2021-04-10,Johor,-24.0,5.0,-21.0,-39.0,-21.0,7.0
2021-04-11,Johor,-24.0,6.0,-15.0,-44.0,-19.0,6.0
2021-04-12,Johor,-20.0,19.0,-24.0,-37.0,-20.0,7.0
2021-04-13,Johor,-35.0,20.0,-24.0,-52.0,-48.0,20.0
2021-04-14,Johor,-37.0,5.0,-36.0,-49.0,-19.0,12.0
2021-04-15,Johor,-38.0,-2.0,-36.0,-51.0,-18.0,13.0
2021-04-16,Johor,-36.0,2.0,-37.0,-52.0,-19.0,14.0
2021-04-17,Johor,-42.0,-8.0,-46.0,-58.0,-20.0,15.0
2021-04-18,Johor,-38.0,-1.0,-31.0,-58.0,-17.0,11.0
2021-04-19,Johor,-35.0,6.0,-28.0,-49.0,-18.0,12.0
2021-04-20,Johor,-35.0,5.0,-28.0,-49.0,-18.0,12.0
2021-04-21,Johor,-34.0,3.0,-37.0,-48.0,-17.0,13.0
2021-04-22,Johor,-34.0,4.0,-33.0,-48.0,-17.0,13.0
2021-04-23,Johor,-32.0,5.0,-35.0,-51.0,-19.0,13.0
2021-04-24,Johor,-36.0,0.0,-41.0,-55.0,-19.0,13.0
2021-04-25,Johor,-37.0,-1.0,-31.0,-58.0,-17.0,12.0
2021-04-26,Johor,-35.0,3.0,-33.0,-49.0,-18.0,13.0
2021-04-27,Johor,-35.0,2.0,-31.0,-48.0,-18.0,13.0
2021-04-28,Johor,-32.0,5.0,-37.0,-46.0,-17.0,13.0
2021-04-29,Johor,-33.0,3.0,-33.0,-47.0,-18.0,13.0
2021-04-30,Johor,-31.0,5.0,-36.0,-49.0,-20.0,13.0
2021-05-01,Johor,-34.0,7.0,-35.0,-52.0,-47.0,17.0
2021-05-02,Johor,-35.0,2.0,-31.0,-53.0,-20.0,11.0
2021-05-03,Johor,-30.0,11.0,-32.0,-45.0,-19.0,12.0
2021-05-04,Johor,-31.0,10.0,-32.0,-46.0,-18.0,12.0
2021-05-05,Johor,-29.0,10.0,-39.0,-42.0,-17.0,12.0
2021-05-06,Johor,-20.0,20.0,-27.0,-33.0,-18.0,8.0
2021-05-07,Johor,-39.0,10.0,-42.0,-49.0,-21.0,17.0
2021-05-08,Johor,-41.0,9.0,-46.0,-55.0,-19.0,17.0
2021-05-09,Johor,-38.0,10.0,-38.0,-54.0,-26.0,15.0
2021-05-10,Johor,-34.0,20.0,-36.0,-43.0,-27.0,16.0
2021-05-11,Johor,-33.0,30.0,-37.0,-45.0,-30.0,16.0
2021-05-12,Johor,-39.0,32.0,-50.0,-52.0,-46.0,21.0
2021-05-13,Johor,-62.0,-31.0,-38.0,-70.0,-75.0,33.0
2021-05-14,Johor,-55.0,-9.0,-52.0,-71.0,-68.0,34.0
2021-05-15,Johor,-54.0,-8.0,-55.0,-68.0,-47.0,27.0
2021-05-16,Johor,-53.0,-10.0,-51.0,-67.0,-48.0,23.0
2021-05-17,Johor,-45.0,4.0,-47.0,-54.0,-35.0,21.0
2021-05-18,Johor,-46.0,0.0,-45.0,-53.0,-30.0,21.0
2021-05-19,Johor,-46.0,0.0,-50.0,-52.0,-28.0,21.0
2021-05-20,Johor,-47.0,0.0,-47.0,-59.0,-28.0,22.0
2021-05-21,Johor,-50.0,-3.0,-55.0,-61.0,-23.0,23.0
2021-05-22,Johor,-54.0,-12.0,-58.0,-65.0,-22.0,24.0
2021-05-23,Johor,-55.0,-14.0,-52.0,-69.0,-30.0,22.0
2021-05-24,Johor,-48.0,-5.0,-45.0,-56.0,-28.0,21.0
2021-05-25,Johor,-52.0,-12.0,-46.0,-59.0,-31.0,23.0
2021-05-26,Johor,-52.0,-8.0,-51.0,-63.0,-49.0,31.0
2021-05-27,Johor,-53.0,-14.0,-50.0,-61.0,-32.0,26.0
2021-05-28,Johor,-55.0,-16.0,-54.0,-63.0,-27.0,27.0
2021-05-29,Johor,-52.0,0.0,-56.0,-61.0,-21.0,24.0
2021-05-30,Johor,-53.0,-7.0,-50.0,-65.0,-26.0,21.0
2021-05-31,Johor,-41.0,12.0,-38.0,-49.0,-30.0,20.0
2021-06-01,Johor,-68.0,-27.0,-56.0,-69.0,-55.0,36.0
2021-06-02,Johor,-64.0,-20.0,-59.0,-68.0,-52.0,35.0
2021-06-03,Johor,-63.0,-18.0,-55.0,-69.0,-51.0,36.0
2021-06-04,Johor,-65.0,-23.0,-62.0,-72.0,-47.0,36.0
2021-06-05,Johor,-67.0,-24.0,-64.0,-73.0,-43.0,34.0
2021-06-06,Johor,-66.0,-25.0,-57.0,-76.0,-45.0,29.0
2021-06-07,Johor,-63.0,-11.0,-52.0,-72.0,-71.0,41.0
2021-06-08,Johor,-59.0,-10.0,-47.0,-64.0,-49.0,32.0
2021-06-09,Johor,-58.0,-11.0,-54.0,-63.0,-49.0,33.0
2021-06-10,Johor,-59.0,-13.0,-53.0,-65.0,-49.0,34.0
2021-06-11,Johor,-62.0,-17.0,-57.0,-69.0,-45.0,34.0
2021-06-12,Johor,-66.0,-24.0,-63.0,-72.0,-41.0,33.0
2021-06-13,Johor,-65.0,-25.0,-56.0,-74.0,-43.0,28.0
2021-06-14,Johor,-59.0,-14.0,-49.0,-65.0,-48.0,32.0
2021-06-15,Johor,-60.0,-16.0,-51.0,-65.0,-47.0,32.0
2021-06-16,Johor,-59.0,-10.0,-51.0,-62.0,-48.0,31.0
2021-06-17,Johor,-62.0,-16.0,-52.0,-64.0,-48.0,33.0
2021-06-18,Johor,-64.0,-18.0,-58.0,-67.0,-44.0,33.0
2021-06-19,Johor,-66.0,-22.0,-61.0,-69.0,-40.0,31.0
2021-06-20,Johor,-66.0,-26.0,-56.0,-73.0,-43.0,27.0
2021-06-21,Johor,-61.0,-13.0,-47.0,-63.0,-47.0,31.0
2021-06-22,Johor,-61.0,-14.0,-46.0,-62.0,-47.0,31.0
2021-06-23,Johor,-60.0,-12.0,-51.0,-61.0,-47.0,31.0
2021-06-24,Johor,-62.0,-17.0,-52.0,-64.0,-47.0,33.0
2021-06-25,Johor,-64.0,-18.0,-57.0,-67.0,-42.0,33.0
2021-06-26,Johor,-66.0,-22.0,-59.0,-70.0,-39.0,31.0
2021-06-27,Johor,-66.0,-24.0,-54.0,-73.0,-41.0,28.0
2021-06-28,Johor,-59.0,-11.0,-46.0,-63.0,-45.0,30.0
2021-06-29,Johor,-59.0,-11.0,-47.0,-61.0,-45.0,29.0
2021-06-30,Johor,-58.0,-9.0,-51.0,-60.0,-45.0,28.0
2021-07-01,Johor,-57.0,-6.0,-45.0,-59.0,-44.0,31.0
2021-07-02,Johor,-59.0,-10.0,-52.0,-62.0,-40.0,31.0
2021-07-03,Johor,-62.0,-15.0,-56.0,-66.0,-38.0,30.0
2021-07-04,Johor,-62.0,-18.0,-50.0,-68.0,-39.0,26.0
2021-07-05,Johor,-57.0,-6.0,-41.0,-60.0,-43.0,29.0
2021-07-06,Johor,-56.0,-6.0,-42.0,-57.0,-43.0,30.0
2021-07-07,Johor,-56.0,-5.0,-47.0,-56.0,-43.0,29.0
2021-07-08,Johor,-56.0,-5.0,-43.0,-58.0,-43.0,31.0
2021-07-09,Johor,-58.0,-9.0,-49.0,-63.0,-41.0,31.0
2021-07-10,Johor,-63.0,-18.0,-56.0,-66.0,-38.0,30.0
2021-07-11,Johor,-63.0,-21.0,-51.0,-69.0,-40.0,27.0
2021-07-12,Johor,-58.0,-10.0,-44.0,-60.0,-45.0,30.0
2021-07-13,Johor,-58.0,-9.0,-46.0,-60.0,-45.0,31.0
2021-07-14,Johor,-54.0,-3.0,-49.0,-57.0,-43.0,30.0
2021-07-15,Johor,-55.0,-5.0,-43.0,-58.0,-43.0,30.0
2021-07-16,Johor,-58.0,-9.0,-48.0,-60.0,-38.0,30.0
2021-07-17,Johor,-61.0,-14.0,-53.0,-62.0,-34.0,29.0
2021-07-18,Johor,-60.0,-11.0,-47.0,-65.0,-36.0,24.0
2021-07-19,Johor,-52.0,13.0,-37.0,-55.0,-46.0,26.0
2021-07-20,Johor,-64.0,-22.0,-33.0,-67.0,-71.0,35.0
2021-07-21,Johor,-56.0,-10.0,-45.0,-57.0,-45.0,28.0
2021-07-22,Johor,-55.0,-7.0,-43.0,-56.0,-41.0,29.0
2021-07-23,Johor,-59.0,-13.0,-52.0,-61.0,-37.0,30.0
2021-07-24,Johor,-62.0,-18.0,-54.0,-63.0,-32.0,29.0
2021-07-25,Johor,-62.0,-20.0,-46.0,-65.0,-35.0,25.0
2021-07-26,Johor,-55.0,-7.0,-40.0,-55.0,-41.0,28.0
2021-07-27,Johor,-55.0,-7.0,-38.0,-53.0,-41.0,28.0
2021-07-28,Johor,-54.0,-6.0,-44.0,-52.0,-41.0,28.0
2021-07-29,Johor,-55.0,-7.0,-43.0,-56.0,-41.0,30.0
2021-07-30,Johor,-57.0,-10.0,-50.0,-60.0,-36.0,30.0
2021-07-31,Johor,-60.0,-15.0,-55.0,-62.0,-32.0,29.0
2021-08-01,Johor,-60.0,-17.0,-49.0,-65.0,-37.0,25.0
2021-08-02,Johor,-53.0,-4.0,-39.0,-56.0,-41.0,28.0
2021-08-03,Johor,-53.0,-3.0,-41.0,-54.0,-41.0,28.0
2021-08-04,Johor,-52.0,-3.0,-45.0,-52.0,-41.0,29.0
2021-08-05,Johor,-52.0,-2.0,-41.0,-57.0,-40.0,30.0
2021-08-06,Johor,-55.0,-6.0,-50.0,-60.0,-37.0,30.0
2021-08-07,Johor,-58.0,-9.0,-56.0,-63.0,-33.0,29.0
2021-08-08,Johor,-58.0,-14.0,-49.0,-66.0,-36.0,25.0
2021-08-09,Johor,-51.0,0.0,-33.0,-56.0,-42.0,28.0
2021-08-10,Johor,-53.0,2.0,-42.0,-57.0,-54.0,33.0
2021-08-11,Johor,-52.0,-4.0,-47.0,-53.0,-42.0,29.0
2021-08-12,Johor,-53.0,-5.0,-44.0,-56.0,-42.0,30.0
2021-08-13,Johor,-57.0,-10.0,-51.0,-60.0,-38.0,31.0
2021-08-14,Johor,-61.0,-16.0,-58.0,-64.0,-35.0,30.0
2021-08-15,Johor,-60.0,-17.0,-49.0,-65.0,-37.0,26.0
2021-08-16,Johor,-53.0,-4.0,-40.0,-55.0,-43.0,28.0
2021-08-17,Johor,-53.0,-5.0,-43.0,-54.0,-43.0,29.0
2021-08-18,Johor,-53.0,-5.0,-49.0,-53.0,-42.0,29.0
2021-08-19,Johor,-52.0,-2.0,-46.0,-55.0,-42.0,30.0
2021-08-20,Johor,-56.0,-10.0,-55.0,-60.0,-39.0,31.0
2021-08-21,Johor,-58.0,-9.0,-54.0,-61.0,-34.0,29.0
2021-08-22,Johor,-59.0,-18.0,-52.0,-66.0,-36.0,26.0
2021-08-23,Johor,-52.0,-4.0,-40.0,-53.0,-41.0,28.0
2021-08-24,Johor,-54.0,-8.0,-45.0,-55.0,-42.0,29.0
2021-08-25,Johor,-51.0,-3.0,-46.0,-51.0,-41.0,28.0
2021-08-26,Johor,-52.0,-5.0,-43.0,-55.0,-41.0,29.0
2021-08-27,Johor,-53.0,-7.0,-48.0,-57.0,-37.0,29.0
2021-08-28,Johor,-57.0,-12.0,-52.0,-61.0,-33.0,28.0
2021-08-29,Johor,-58.0,-17.0,-51.0,-65.0,-36.0,26.0
2021-08-30,Johor,-50.0,0.0,-37.0,-54.0,-43.0,27.0
2021-08-31,Johor,-51.0,3.0,-34.0,-59.0,-68.0,36.0
2021-09-01,Johor,-49.0,-2.0,-43.0,-51.0,-40.0,27.0
2021-09-02,Johor,-51.0,-1.0,-43.0,-55.0,-40.0,29.0
2021-09-03,Johor,-53.0,-4.0,-44.0,-56.0,-35.0,28.0
2021-09-04,Johor,-57.0,-10.0,-52.0,-60.0,-32.0,28.0
2021-09-05,Johor,-55.0,-9.0,-42.0,-63.0,-35.0,24.0
2021-09-06,Johor,-49.0,5.0,-36.0,-51.0,-39.0,26.0
2021-09-07,Johor,-46.0,7.0,-31.0,-48.0,-39.0,25.0
2021-09-08,Johor,-46.0,6.0,-38.0,-47.0,-38.0,25.0
2021-09-09,Johor,-47.0,5.0,-34.0,-50.0,-38.0,26.0
2021-09-10,Johor,-50.0,-2.0,-43.0,-55.0,-33.0,27.0
2021-09-11,Johor,-53.0,-7.0,-44.0,-57.0,-30.0,25.0
2021-09-12,Johor,-52.0,-8.0,-33.0,-60.0,-34.0,22.0
2021-09-13,Johor,-48.0,2.0,-33.0,-52.0,-49.0,29.0
2021-09-14,Johor,-47.0,0.0,-31.0,-47.0,-37.0,24.0
2021-09-15,Johor,-46.0,1.0,-33.0,-45.0,-37.0,23.0
2021-09-16,Johor,-47.0,6.0,-22.0,-54.0,-63.0,33.0
2021-09-17,Johor,-51.0,-6.0,-38.0,-55.0,-34.0,25.0
2021-09-18,Johor,-53.0,-11.0,-40.0,-57.0,-29.0,24.0
2021-09-19,Johor,-55.0,-15.0,-41.0,-61.0,-34.0,23.0
2021-09-20,Johor,-45.0,3.0,-28.0,-47.0,-36.0,23.0
2021-09-21,Johor,-47.0,0.0,-29.0,-46.0,-36.0,23.0
2021-09-22,Johor,-46.0,-2.0,-36.0,-46.0,-34.0,23.0
2021-09-23,Johor,-46.0,1.0,-31.0,-48.0,-34.0,24.0
2021-09-24,Johor,-47.0,-2.0,-35.0,-50.0,-29.0,23.0
2021-09-25,Johor,-49.0,-6.0,-36.0,-50.0,-26.0,21.0
2021-09-26,Johor,-48.0,-7.0,-25.0,-52.0,-32.0,19.0
2021-09-27,Johor,-43.0,2.0,-28.0,-45.0,-33.0,21.0
2021-09-28,Johor,-43.0,2.0,-27.0,-43.0,-32.0,21.0
2021-09-29,Johor,-41.0,3.0,-34.0,-42.0,-32.0,21.0
2021-09-30,Johor,-41.0,6.0,-36.0,-43.0,-33.0,22.0
2021-10-01,Johor,-42.0,-1.0,-36.0,-46.0,-27.0,20.0
2021-10-02,Johor,-42.0,3.0,-31.0,-44.0,-25.0,18.0
2021-10-03,Johor,-41.0,0.0,-23.0,-47.0,-31.0,16.0
2021-10-04,Johor,-37.0,8.0,-20.0,-39.0,-31.0,19.0
2021-10-05,Johor,-37.0,10.0,-20.0,-38.0,-30.0,18.0
2021-10-06,Johor,-34.0,10.0,-25.0,-38.0,-30.0,18.0
2021-10-07,Johor,-34.0,10.0,-20.0,-39.0,-29.0,19.0
2021-10-08,Johor,-35.0,8.0,-18.0,-39.0,-26.0,18.0
2021-10-09,Johor,-38.0,4.0,-18.0,-40.0,-24.0,16.0
2021-10-10,Johor,-38.0,1.0,-16.0,-43.0,-30.0,14.0
2021-10-11,Johor,-33.0,11.0,-11.0,-31.0,-28.0,16.0
2021-10-12,Johor,-34.0,9.0,-11.0,-31.0,-28.0,17.0
2021-10-13,Johor,-31.0,10.0,-20.0,-27.0,-28.0,16.0
2021-10-14,Johor,-32.0,8.0,-14.0,-28.0,-28.0,17.0
