date,city,congestion,diffRatio
2021-05-20,Kuala Lumpur,19,-0.4242424242424242
2021-05-21,Kuala Lumpur,20,-0.4736842105263157
2021-05-22,Kuala Lumpur,13,-0.48
2021-05-23,Kuala Lumpur,8,-0.3333333333333333
2021-05-24,Kuala Lumpur,18,-0.3333333333333333
2021-05-25,Kuala Lumpur,18,-0.4193548387096774
2021-05-26,Kuala Lumpur,10,-0.6774193548387096
2021-05-27,Kuala Lumpur,18,-0.4545454545454545
2021-05-28,Kuala Lumpur,17,-0.5526315789473685
2021-05-29,Kuala Lumpur,16,-0.36
2021-05-30,Kuala Lumpur,9,-0.25
2021-05-31,Kuala Lumpur,33,0.2222222222222222
2021-06-01,Kuala Lumpur,8,-0.7419354838709677
2021-06-02,Kuala Lumpur,8,-0.7419354838709677
2021-06-03,Kuala Lumpur,8,-0.7575757575757576
2021-06-04,Kuala Lumpur,9,-0.7631578947368421
2021-06-05,Kuala Lumpur,8,-0.68
2021-06-06,Kuala Lumpur,5,-0.5833333333333334
2021-06-07,Kuala Lumpur,6,-0.7777777777777778
2021-06-08,Kuala Lumpur,7,-0.7741935483870968
2021-06-09,Kuala Lumpur,7,-0.7741935483870968
2021-06-10,Kuala Lumpur,7,-0.7878787878787878
2021-06-11,Kuala Lumpur,7,-0.8157894736842105
2021-06-12,Kuala Lumpur,6,-0.76
2021-06-13,Kuala Lumpur,4,-0.6666666666666666
2021-06-14,Kuala Lumpur,9,-0.6666666666666666
2021-06-15,Kuala Lumpur,8,-0.7419354838709677
2021-06-16,Kuala Lumpur,9,-0.7096774193548387
2021-06-17,Kuala Lumpur,8,-0.7575757575757576
2021-06-18,Kuala Lumpur,8,-0.7894736842105263
2021-06-19,Kuala Lumpur,7,-0.72
2021-06-20,Kuala Lumpur,6,-0.5
2021-06-21,Kuala Lumpur,8,-0.7037037037037037
2021-06-22,Kuala Lumpur,8,-0.7419354838709677
2021-06-23,Kuala Lumpur,8,-0.7419354838709677
2021-06-24,Kuala Lumpur,8,-0.7575757575757576
2021-06-25,Kuala Lumpur,8,-0.7894736842105263
2021-06-26,Kuala Lumpur,8,-0.68
2021-06-27,Kuala Lumpur,5,-0.5833333333333334
2021-06-28,Kuala Lumpur,10,-0.6296296296296297
2021-06-29,Kuala Lumpur,10,-0.6774193548387096
2021-06-30,Kuala Lumpur,10,-0.6774193548387096
2021-07-01,Kuala Lumpur,10,-0.696969696969697
2021-07-02,Kuala Lumpur,16,-0.5789473684210527
2021-07-03,Kuala Lumpur,4,-0.84
2021-07-04,Kuala Lumpur,2,-0.8333333333333334
2021-07-05,Kuala Lumpur,6,-0.7777777777777778
2021-07-06,Kuala Lumpur,6,-0.8064516129032258
2021-07-07,Kuala Lumpur,6,-0.8064516129032258
2021-07-08,Kuala Lumpur,7,-0.7878787878787878
2021-07-09,Kuala Lumpur,6,-0.8421052631578947
2021-07-10,Kuala Lumpur,7,-0.72
2021-07-11,Kuala Lumpur,4,-0.6666666666666666
2021-07-12,Kuala Lumpur,7,-0.7407407407407407
2021-07-13,Kuala Lumpur,7,-0.7741935483870968
2021-07-14,Kuala Lumpur,7,-0.7741935483870968
2021-07-15,Kuala Lumpur,6,-0.8181818181818182
2021-07-16,Kuala Lumpur,7,-0.8157894736842105
2021-07-17,Kuala Lumpur,7,-0.72
2021-07-18,Kuala Lumpur,5,-0.5833333333333334
2021-07-19,Kuala Lumpur,10,-0.6296296296296297
2021-07-20,Kuala Lumpur,5,-0.8387096774193549
2021-07-21,Kuala Lumpur,9,-0.7096774193548387
2021-07-22,Kuala Lumpur,10,-0.696969696969697
2021-07-23,Kuala Lumpur,10,-0.7368421052631579
2021-07-24,Kuala Lumpur,7,-0.72
2021-07-25,Kuala Lumpur,4,-0.6666666666666666
2021-07-26,Kuala Lumpur,10,-0.6296296296296297
2021-07-27,Kuala Lumpur,10,-0.6774193548387096
2021-07-28,Kuala Lumpur,9,-0.7096774193548387
2021-07-29,Kuala Lumpur,9,-0.7272727272727273
2021-07-30,Kuala Lumpur,11,-0.7105263157894737
2021-07-31,Kuala Lumpur,9,-0.64
2021-08-01,Kuala Lumpur,6,-0.5
2021-08-02,Kuala Lumpur,10,-0.6296296296296297
2021-08-03,Kuala Lumpur,9,-0.7096774193548387
2021-08-04,Kuala Lumpur,10,-0.6774193548387096
2021-08-05,Kuala Lumpur,11,-0.6666666666666666
2021-08-06,Kuala Lumpur,10,-0.7368421052631579
2021-08-07,Kuala Lumpur,9,-0.64
2021-08-08,Kuala Lumpur,7,-0.4166666666666667
